game_date,player_id,team,AVG,SLG,OBP,HR,xwOBA,K%,BB%,K/BB,Contact%,SweetSpot%,HardHit%,lineup_pos
2025-04-07,suzus001,CHC,0.22448979591836735,0.5102040816326531,0.3448275862068966,4.0,0.36896551724137927,0.3620689655172414,0.15517241379310345,2.3333333333333335,0.6379310344827587,0.5185185185185185,0.5185185185185185,3.0
2025-04-07,swand001,CHC,0.21739130434782608,0.4782608695652174,0.3076923076923077,3.0,0.34038461538461545,0.19230769230769232,0.11538461538461539,1.6666666666666667,0.8076923076923077,0.42424242424242425,0.48484848484848486,5.0
2025-04-07,tuckk001,CHC,0.3125,0.7291666666666666,0.4406779661016949,5.0,0.48644067796610163,0.1016949152542373,0.1864406779661017,0.5454545454545454,0.8983050847457628,0.45,0.475,2.0
2025-04-07,delae003,CIN,0.25,0.45,0.2857142857142857,2.0,0.3190476190476191,0.2619047619047619,0.047619047619047616,5.5,0.7380952380952381,0.3793103448275862,0.6551724137931034,3.0
2025-04-07,edmat001,LAD,0.25,0.5909090909090909,0.26666666666666666,5.0,0.3577777777777778,0.1111111111111111,0.022222222222222223,5.0,0.8888888888888888,0.3076923076923077,0.5641025641025641,3.0
2025-04-07,hernt002,LAD,0.2682926829268293,0.6341463414634146,0.3181818181818182,4.0,0.4,0.22727272727272727,0.06818181818181818,3.3333333333333335,0.7727272727272727,0.45161290322580644,0.3870967741935484,4.0
2025-04-07,ohtas001,LAD,0.2558139534883721,0.4883720930232558,0.36,3.0,0.36999999999999994,0.22,0.14,1.5714285714285714,0.78,0.3,0.7333333333333333,1.0
2025-04-07,kinei001,PIT,0.3125,0.34375,0.42105263157894735,0.0,0.33947368421052637,0.10526315789473684,0.13157894736842105,0.8,0.8947368421052632,0.4230769230769231,0.23076923076923078,8.0
2025-04-07,arral001,SD,0.2564102564102564,0.358974358974359,0.30952380952380953,1.0,0.2833333333333333,0.0,0.047619047619047616,0.0,1.0,0.3333333333333333,0.1794871794871795,2.0
2025-04-07,bogax001,SD,0.22857142857142856,0.2857142857142857,0.325,0.0,0.2700000000000001,0.2,0.1,2.0,0.8,0.45454545454545453,0.4090909090909091,6.0
2025-04-07,machm001,SD,0.3157894736842105,0.39473684210526316,0.36585365853658536,0.0,0.34390243902439027,0.17073170731707318,0.07317073170731707,2.3333333333333335,0.8292682926829268,0.25806451612903225,0.4838709677419355,3.0
2025-04-07,tatif002,SD,0.3684210526315789,0.47368421052631576,0.45454545454545453,1.0,0.41590909090909084,0.09090909090909091,0.13636363636363635,0.6666666666666666,0.9090909090909091,0.25806451612903225,0.41935483870967744,1.0
2025-04-07,arozr001,SEA,0.1388888888888889,0.3888888888888889,0.27906976744186046,2.0,0.29767441860465116,0.32558139534883723,0.16279069767441862,2.0,0.6744186046511628,0.45,0.55,3.0
2025-04-07,crawj002,SEA,0.14814814814814814,0.14814814814814814,0.3611111111111111,0.0,0.275,0.25,0.25,1.0,0.75,0.3333333333333333,0.4444444444444444,9.0
2025-04-07,ralec001,SEA,0.21621621621621623,0.40540540540540543,0.32558139534883723,2.0,0.32558139534883723,0.20930232558139536,0.13953488372093023,1.5,0.7906976744186046,0.4230769230769231,0.5,4.0
2025-04-07,rodrj007,SEA,0.21052631578947367,0.5,0.3333333333333333,3.0,0.32666666666666666,0.24444444444444444,0.1111111111111111,2.2,0.7555555555555555,0.3076923076923077,0.5769230769230769,1.0
2025-04-07,burgj001,TEX,0.11428571428571428,0.3142857142857143,0.16216216216216217,2.0,0.1864864864864865,0.21621621621621623,0.02702702702702703,8.0,0.7837837837837838,0.18518518518518517,0.4074074074074074,6.0
2025-04-07,garca005,TEX,0.15625,0.4375,0.2702702702702703,2.0,0.2702702702702703,0.10810810810810811,0.08108108108108109,1.3333333333333333,0.8918918918918919,0.37037037037037035,0.5925925925925926,4.0
2025-04-07,langw001,TEX,0.23529411764705882,0.5,0.3333333333333333,3.0,0.341025641025641,0.15384615384615385,0.10256410256410256,1.5,0.8461538461538461,0.32142857142857145,0.4642857142857143,3.0
2025-04-07,semim001,TEX,0.13513513513513514,0.21621621621621623,0.2,1.0,0.1925,0.275,0.075,3.6666666666666665,0.725,0.23076923076923078,0.3076923076923077,1.0
2025-04-07,bichb001,TOR,0.2857142857142857,0.35714285714285715,0.34782608695652173,0.0,0.29130434782608705,0.10869565217391304,0.043478260869565216,2.5,0.8913043478260869,0.5135135135135135,0.4594594594594595,1.0
2025-04-07,gimea001,TOR,0.24324324324324326,0.5405405405405406,0.3488372093023256,3.0,0.3488372093023256,0.23255813953488372,0.09302325581395349,2.5,0.7674418604651163,0.2222222222222222,0.4074074074074074,4.0
2025-04-07,guerv002,TOR,0.2564102564102564,0.3333333333333333,0.3409090909090909,0.0,0.3113636363636364,0.18181818181818182,0.11363636363636363,1.6,0.8181818181818182,0.3103448275862069,0.5862068965517241,2.0
2025-04-07,santa003,TOR,0.19444444444444445,0.2222222222222222,0.32558139534883723,0.0,0.2697674418604651,0.23255813953488372,0.16279069767441862,1.4285714285714286,0.7674418604651163,0.34615384615384615,0.2692307692307692,3.0
2025-04-08,bledj001,ATH,0.175,0.2,0.2978723404255319,0.0,0.24680851063829787,0.1702127659574468,0.14893617021276595,1.1428571428571428,0.8297872340425532,0.1935483870967742,0.3870967741935484,5.0
2025-04-08,butll001,ATH,0.2857142857142857,0.42857142857142855,0.3877551020408163,1.0,0.3673469387755102,0.14285714285714285,0.14285714285714285,1.0,0.8571428571428571,0.2857142857142857,0.42857142857142855,1.0
2025-04-08,rookb001,ATH,0.2,0.44,0.21568627450980393,4.0,0.27647058823529413,0.27450980392156865,0.0196078431372549,14.0,0.7254901960784313,0.37142857142857144,0.4857142857142857,2.0
2025-04-08,sodet001,ATH,0.38095238095238093,0.8571428571428571,0.43478260869565216,6.0,0.5347826086956521,0.21739130434782608,0.08695652173913043,2.5,0.782608695652174,0.40625,0.53125,3.0
2025-04-08,wilsj006,ATH,0.36585365853658536,0.5609756097560976,0.36585365853658536,2.0,0.4024390243902439,0.04878048780487805,0.0,0.0,0.9512195121951219,0.3888888888888889,0.3333333333333333,7.0
2025-04-08,carrc005,AZ,0.2727272727272727,0.6136363636363636,0.37254901960784315,3.0,0.3901960784313726,0.19607843137254902,0.09803921568627451,2.0,0.803921568627451,0.45454545454545453,0.5757575757575758,1.0
2025-04-08,gurrl001,AZ,0.16666666666666666,0.35714285714285715,0.18604651162790697,2.0,0.23255813953488377,0.13953488372093023,0.023255813953488372,6.0,0.8604651162790697,0.3611111111111111,0.4166666666666667,5.0
2025-04-08,naylj001,AZ,0.3,0.4,0.391304347826087,0.0,0.36086956521739133,0.06521739130434782,0.13043478260869565,0.5,0.9347826086956522,0.2972972972972973,0.35135135135135137,4.0
2025-04-08,perdg001,AZ,0.3,0.425,0.3488372093023256,1.0,0.344186046511628,0.046511627906976744,0.06976744186046512,0.6666666666666666,0.9534883720930233,0.4864864864864865,0.1891891891891892,2.0
2025-04-08,suare001,AZ,0.15789473684210525,0.5789473684210527,0.28888888888888886,5.0,0.32888888888888884,0.2222222222222222,0.1111111111111111,2.0,0.7777777777777778,0.34615384615384615,0.6153846153846154,6.0
2025-04-08,mullc002,BAL,0.2857142857142857,0.6,0.4186046511627907,3.0,0.40232558139534885,0.16279069767441862,0.13953488372093023,1.1666666666666667,0.8372093023255814,0.39285714285714285,0.42857142857142855,5.0
2025-04-08,rutsa001,BAL,0.2564102564102564,0.4358974358974359,0.3409090909090909,2.0,0.3431818181818182,0.11363636363636363,0.11363636363636363,1.0,0.8863636363636364,0.36363636363636365,0.2727272727272727,2.0
2025-04-08,westj002,BAL,0.275,0.5,0.3409090909090909,3.0,0.36363636363636365,0.1590909090909091,0.09090909090909091,1.75,0.8409090909090909,0.34375,0.46875,4.0
2025-04-08,brega001,BOS,0.3333333333333333,0.5625,0.37254901960784315,2.0,0.40588235294117647,0.21568627450980393,0.058823529411764705,3.6666666666666665,0.7843137254901961,0.3783783783783784,0.5405405405405406,3.0
2025-04-08,dever001,BOS,0.23809523809523808,0.38095238095238093,0.37254901960784315,1.0,0.3450980392156862,0.3333333333333333,0.17647058823529413,1.8888888888888888,0.6666666666666666,0.3333333333333333,0.7083333333333334,2.0
2025-04-08,duraj001,BOS,0.24489795918367346,0.3469387755102041,0.28846153846153844,0.0,0.2711538461538462,0.21153846153846154,0.038461538461538464,5.5,0.7884615384615384,0.43243243243243246,0.5675675675675675,1.0
2025-04-08,crowp001,CHC,0.1836734693877551,0.24489795918367346,0.2727272727272727,0.0,0.23272727272727273,0.21818181818181817,0.09090909090909091,2.4,0.7818181818181819,0.2857142857142857,0.3142857142857143,7.0
2025-04-08,happi001,CHC,0.21818181818181817,0.3090909090909091,0.328125,1.0,0.29687499999999994,0.21875,0.140625,1.5555555555555556,0.78125,0.3333333333333333,0.23076923076923078,1.0
2025-04-08,shawm002,CHC,0.19047619047619047,0.2857142857142857,0.3333333333333333,1.0,0.2941176470588235,0.23529411764705882,0.17647058823529413,1.3333333333333333,0.7647058823529411,0.39285714285714285,0.25,8.0
2025-04-08,suzus001,CHC,0.25,0.5192307692307693,0.3709677419354839,4.0,0.38548387096774184,0.3387096774193548,0.16129032258064516,2.1,0.6612903225806451,0.5333333333333333,0.5,2.0
2025-04-08,swand001,CHC,0.20408163265306123,0.4489795918367347,0.2909090909090909,3.0,0.3218181818181819,0.2,0.10909090909090909,1.8333333333333333,0.8,0.42857142857142855,0.5142857142857142,5.0
2025-04-08,tuckk001,CHC,0.32075471698113206,0.6981132075471698,0.4375,5.0,0.4765624999999999,0.109375,0.171875,0.6363636363636364,0.890625,0.4772727272727273,0.5,3.0
2025-04-08,delae003,CIN,0.25,0.4318181818181818,0.2826086956521739,2.0,0.31086956521739134,0.2826086956521739,0.043478260869565216,6.5,0.717391304347826,0.4,0.6666666666666666,3.0
2025-04-08,encac001,CIN,0.1891891891891892,0.3783783783783784,0.23076923076923078,2.0,0.24615384615384614,0.23076923076923078,0.02564102564102564,9.0,0.7692307692307693,0.35714285714285715,0.42857142857142855,5.0
2025-04-08,friet001,CIN,0.275,0.35,0.32558139534883723,1.0,0.3046511627906977,0.13953488372093023,0.06976744186046512,2.0,0.8604651162790697,0.4411764705882353,0.38235294117647056,1.0
2025-04-08,lux-g001,CIN,0.1891891891891892,0.24324324324324326,0.2682926829268293,0.0,0.24146341463414636,0.2926829268292683,0.0975609756097561,3.0,0.7073170731707317,0.2916666666666667,0.4166666666666667,4.0
2025-04-08,torks001,DET,0.2894736842105263,0.5526315789473685,0.4,2.0,0.39777777777777784,0.3333333333333333,0.13333333333333333,2.5,0.6666666666666666,0.5217391304347826,0.5217391304347826,4.0
2025-04-08,altuj001,HOU,0.35714285714285715,0.5714285714285714,0.4,3.0,0.42000000000000004,0.24444444444444444,0.06666666666666667,3.6666666666666665,0.7555555555555555,0.20689655172413793,0.4482758620689655,1.0
2025-04-08,alvay001,HOU,0.17142857142857143,0.2857142857142857,0.2926829268292683,1.0,0.2707317073170732,0.2926829268292683,0.14634146341463414,2.0,0.7073170731707317,0.36363636363636365,0.36363636363636365,3.0
2025-04-08,parei001,HOU,0.21621621621621623,0.24324324324324326,0.3409090909090909,0.0,0.2522727272727273,0.18181818181818182,0.11363636363636363,1.6,0.8181818181818182,0.5185185185185185,0.48148148148148145,2.0
2025-04-08,penaj004,HOU,0.14285714285714285,0.3142857142857143,0.23076923076923078,2.0,0.20769230769230768,0.1282051282051282,0.05128205128205128,2.5,0.8717948717948718,0.4,0.5666666666666667,5.0
2025-04-08,walkc002,HOU,0.175,0.275,0.1951219512195122,1.0,0.19024390243902442,0.36585365853658536,0.0,0.0,0.6341463414634146,0.3333333333333333,0.5833333333333334,4.0
2025-04-08,indij001,KC,0.2777777777777778,0.3611111111111111,0.4090909090909091,0.0,0.3431818181818182,0.09090909090909091,0.1590909090909091,0.5714285714285714,0.9090909090909091,0.3870967741935484,0.45161290322580644,1.0
2025-04-08,massm001,KC,0.24324324324324326,0.32432432432432434,0.28205128205128205,0.0,0.25641025641025644,0.15384615384615385,0.02564102564102564,6.0,0.8461538461538461,0.45161290322580644,0.3225806451612903,5.0
2025-04-08,peres002,KC,0.225,0.35,0.2619047619047619,1.0,0.27142857142857146,0.30952380952380953,0.047619047619047616,6.5,0.6904761904761905,0.46153846153846156,0.34615384615384615,4.0
2025-04-08,wittb002,KC,0.23255813953488372,0.37209302325581395,0.26666666666666666,1.0,0.2666666666666667,0.15555555555555556,0.022222222222222223,7.0,0.8444444444444444,0.375,0.5625,2.0
2025-04-08,edmat001,LAD,0.25,0.5625,0.2653061224489796,5.0,0.3469387755102041,0.14285714285714285,0.02040816326530612,7.0,0.8571428571428571,0.3170731707317073,0.5609756097560976,3.0
2025-04-08,hernt002,LAD,0.26666666666666666,0.6,0.3125,4.0,0.3854166666666667,0.20833333333333334,0.0625,3.3333333333333335,0.7916666666666666,0.45714285714285713,0.37142857142857144,4.0
2025-04-08,muncm001,LAD,0.18421052631578946,0.2894736842105263,0.24390243902439024,0.0,0.2439024390243903,0.34146341463414637,0.07317073170731707,4.666666666666667,0.6585365853658537,0.5217391304347826,0.5217391304347826,7.0
2025-04-08,ohtas001,LAD,0.2978723404255319,0.6170212765957447,0.4,4.0,0.43090909090909085,0.21818181818181817,0.14545454545454545,1.5,0.7818181818181819,0.30303030303030304,0.7575757575757576,1.0
2025-04-08,pagea001,LAD,0.11764705882352941,0.14705882352941177,0.2682926829268293,0.0,0.18292682926829273,0.34146341463414637,0.12195121951219512,2.8,0.6585365853658537,0.35,0.3,8.0
2025-04-08,edwax001,MIA,0.275,0.35,0.3409090909090909,0.0,0.3159090909090909,0.25,0.09090909090909091,2.75,0.75,0.3076923076923077,0.23076923076923078,1.0
2025-04-08,lopeo001,MIA,0.23809523809523808,0.38095238095238093,0.28888888888888886,2.0,0.29555555555555557,0.08888888888888889,0.06666666666666667,1.3333333333333333,0.9111111111111111,0.4,0.3142857142857143,5.0
2025-04-08,chouj001,MIL,0.29545454545454547,0.5909090909090909,0.29545454545454547,3.0,0.3772727272727273,0.3409090909090909,0.0,0.0,0.6590909090909091,0.3333333333333333,0.5555555555555556,1.0
2025-04-08,frels001,MIL,0.3783783783783784,0.4594594594594595,0.4523809523809524,0.0,0.39285714285714296,0.14285714285714285,0.09523809523809523,1.5,0.8571428571428571,0.3225806451612903,0.3225806451612903,5.0
2025-04-08,ortij005,MIL,0.16216216216216217,0.1891891891891892,0.18421052631578946,0.0,0.1710526315789474,0.18421052631578946,0.02631578947368421,7.0,0.8157894736842105,0.2,0.3,8.0
2025-04-08,turab002,MIL,0.325,0.5,0.35714285714285715,2.0,0.37380952380952387,0.2619047619047619,0.047619047619047616,5.5,0.7380952380952381,0.35714285714285715,0.5,9.0
2025-04-08,buxtb001,MIN,0.1891891891891892,0.32432432432432434,0.23076923076923078,1.0,0.22820512820512823,0.3076923076923077,0.02564102564102564,12.0,0.6923076923076923,0.2,0.48,1.0
2025-04-08,corrc001,MIN,0.1111111111111111,0.1388888888888889,0.1794871794871795,0.0,0.15641025641025644,0.15384615384615385,0.07692307692307693,2.0,0.8461538461538461,0.2,0.43333333333333335,4.0
2025-04-08,alonp001,NYM,0.3055555555555556,0.6388888888888888,0.40476190476190477,3.0,0.42619047619047623,0.11904761904761904,0.11904761904761904,1.0,0.8809523809523809,0.4666666666666667,0.6666666666666666,3.0
2025-04-08,nimmb001,NYM,0.21052631578947367,0.39473684210526316,0.25,2.0,0.28,0.175,0.05,3.5,0.825,0.45161290322580644,0.5483870967741935,4.0
