team,game_date,lineup,predicted_lineup
ATL,2025-08-01,"{'albio001': [0.22682926829268293, 0.33170731707317075, 0.3063457330415755, 9.0, 0.28446389496717767, 0.1575492341356674, 0.09409190371991247, 0.8424507658643327, 0.3483483483483483, 0.2912912912912913], 'allen002': [0.2264808362369338, 0.2578397212543554, 0.2996845425867508, 0.0, 0.2555205047318614, 0.24605678233438485, 0.08517350157728706, 0.7539432176656151, 0.3285024154589372, 0.2028985507246377], 'baldd001': [0.27896995708154504, 0.4678111587982833, 0.3488372093023256, 11.0, 0.3531007751937986, 0.1744186046511628, 0.08914728682170543, 0.8255813953488372, 0.34594594594594597, 0.4918918918918919], 'harrm004': [0.23192019950124687, 0.36658354114713215, 0.25783132530120484, 9.0, 0.2703614457831327, 0.20240963855421687, 0.02891566265060241, 0.7975903614457831, 0.3183279742765273, 0.4212218649517685], 'olsom001': [0.2584541062801932, 0.45169082125603865, 0.36041666666666666, 18.0, 0.35687500000000033, 0.22708333333333333, 0.13333333333333333, 0.7729166666666667, 0.39666666666666667, 0.5333333333333333], 'ozunm001': [0.23255813953488372, 0.3953488372093023, 0.363855421686747, 15.0, 0.3402409638554221, 0.22409638554216868, 0.16626506024096385, 0.7759036144578313, 0.36929460580912865, 0.4854771784232365], 'profj001': [0.23275862068965517, 0.3706896551724138, 0.3046875, 3.0, 0.2976562499999999, 0.171875, 0.0859375, 0.828125, 0.27956989247311825, 0.3548387096774194], 'rilea001': [0.2621359223300971, 0.4320388349514563, 0.31065759637188206, 16.0, 0.3213151927437646, 0.2789115646258503, 0.05895691609977324, 0.7210884353741497, 0.3776223776223776, 0.5], 'white006': [0.24615384615384617, 0.37435897435897436, 0.28292682926829266, 4.0, 0.2834146341463413, 0.22926829268292684, 0.03902439024390244, 0.7707317073170732, 0.3404255319148936, 0.3546099290780142]}","['profj001', 'olsom001', 'rilea001', 'baldd001', 'ozunm001', 'albio001', 'harrm004', 'white006', 'allen002']"
ATL,2025-08-02,"{'albio001': [0.22760290556900725, 0.33171912832929784, 0.3080260303687636, 9.0, 0.2854663774403475, 0.1561822125813449, 0.09544468546637744, 0.8438177874186551, 0.3482142857142857, 0.28869047619047616], 'allen002': [0.22569444444444445, 0.2569444444444444, 0.29874213836477986, 0.0, 0.25471698113207564, 0.24528301886792453, 0.08490566037735849, 0.7547169811320755, 0.3269230769230769, 0.20192307692307693], 'baldd001': [0.27848101265822783, 0.4641350210970464, 0.3473282442748092, 11.0, 0.3511450381679391, 0.1717557251908397, 0.08778625954198473, 0.8282442748091603, 0.3544973544973545, 0.48677248677248675], 'harrm004': [0.2345679012345679, 0.36790123456790125, 0.26014319809069214, 9.0, 0.272076372315036, 0.20286396181384247, 0.028639618138424822, 0.7971360381861575, 0.321656050955414, 0.42038216560509556], 'murps001': [0.23076923076923078, 0.48717948717948717, 0.3308550185873606, 16.0, 0.33680297397769526, 0.30855018587360594, 0.10408921933085502, 0.6914498141263941, 0.3422818791946309, 0.436241610738255], 'olsom001': [0.2607655502392344, 0.45454545454545453, 0.3615702479338843, 18.0, 0.3584710743801656, 0.22933884297520662, 0.1322314049586777, 0.7706611570247934, 0.40066225165562913, 0.5364238410596026], 'profj001': [0.225, 0.35833333333333334, 0.3007518796992481, 3.0, 0.2917293233082706, 0.17293233082706766, 0.09022556390977443, 0.8270676691729323, 0.2708333333333333, 0.3541666666666667], 'rilea001': [0.25961538461538464, 0.42788461538461536, 0.30786516853932583, 16.0, 0.31842696629213524, 0.2853932584269663, 0.058426966292134834, 0.7146067415730337, 0.3776223776223776, 0.5], 'white006': [0.24623115577889448, 0.37185929648241206, 0.2822966507177033, 4.0, 0.2822966507177032, 0.23923444976076555, 0.03827751196172249, 0.7607655502392344, 0.3380281690140845, 0.352112676056338]}","['olsom001', 'profj001', 'baldd001', 'rilea001', 'murps001', 'harrm004', 'albio001', 'white006', 'allen002']"
ATL,2025-08-09,"{'albio001': [0.22247706422018348, 0.3211009174311927, 0.30103092783505153, 9.0, 0.2783505154639179, 0.15876288659793814, 0.09278350515463918, 0.8412371134020619, 0.35410764872521244, 0.29178470254957506], 'allen002': [0.2251655629139073, 0.25496688741721857, 0.2972972972972973, 0.0, 0.25345345345345366, 0.24024024024024024, 0.08408408408408409, 0.7597597597597597, 0.33181818181818185, 0.19545454545454546], 'baldd001': [0.2840466926070039, 0.4785992217898833, 0.3543859649122807, 13.0, 0.3575438596491231, 0.16842105263157894, 0.08771929824561403, 0.8315789473684211, 0.3592233009708738, 0.49029126213592233], 'harrm004': [0.2331002331002331, 0.3706293706293706, 0.25733634311512416, 10.0, 0.27178329571106113, 0.20316027088036118, 0.02708803611738149, 0.7968397291196389, 0.3153153153153153, 0.42342342342342343], 'murps001': [0.21912350597609562, 0.4581673306772908, 0.3170731707317073, 16.0, 0.32125435540069697, 0.313588850174216, 0.10104529616724739, 0.686411149825784, 0.3270440251572327, 0.4276729559748428], 'olsom001': [0.25565610859728505, 0.4411764705882353, 0.35490196078431374, 18.0, 0.3507843137254905, 0.2372549019607843, 0.12941176470588237, 0.7627450980392156, 0.38924050632911394, 0.5379746835443038], 'ozunm001': [0.23119777158774374, 0.3955431754874652, 0.3625866050808314, 16.0, 0.3397228637413398, 0.22632794457274827, 0.16628175519630484, 0.7736720554272517, 0.368, 0.476], 'profj001': [0.23404255319148937, 0.425531914893617, 0.325, 6.0, 0.3275, 0.175, 0.1125, 0.825, 0.2857142857142857, 0.375], 'white006': [0.24324324324324326, 0.4009009009009009, 0.27896995708154504, 7.0, 0.29141630901287546, 0.24034334763948498, 0.03862660944206009, 0.759656652360515, 0.33962264150943394, 0.37735849056603776]}","['profj001', 'olsom001', 'baldd001', 'ozunm001', 'murps001', 'albio001', 'harrm004', 'white006', 'allen002']"
ATL,2025-09-16,"{'acunr001': [0.2709030100334448, 0.4882943143812709, 0.384180790960452, 17.0, 0.37909604519774054, 0.2542372881355932, 0.1497175141242938, 0.7457627118644068, 0.3235294117647059, 0.5147058823529411], 'albio001': [0.23924268502581755, 0.36660929432013767, 0.3028391167192429, 16.0, 0.29526813880126246, 0.14668769716088328, 0.07728706624605679, 0.8533123028391167, 0.3584905660377358, 0.3039832285115304], 'allen002': [0.22099447513812154, 0.24861878453038674, 0.28607594936708863, 0.0, 0.24556962025316492, 0.2481012658227848, 0.0759493670886076, 0.7518987341772152, 0.31417624521072796, 0.21839080459770116], 'baldd001': [0.2681564245810056, 0.43854748603351956, 0.3367088607594937, 16.0, 0.33670886075949424, 0.1518987341772152, 0.08607594936708861, 0.8481012658227848, 0.3401360544217687, 0.4897959183673469], 'harrm004': [0.23809523809523808, 0.3880070546737213, 0.25900514579759865, 17.0, 0.2783876500857637, 0.20754716981132076, 0.022298456260720412, 0.7924528301886793, 0.3135011441647597, 0.43478260869565216], 'olsom001': [0.2760416666666667, 0.4809027777777778, 0.37104072398190047, 26.0, 0.37164404223227787, 0.24132730015082957, 0.12669683257918551, 0.7586726998491704, 0.38141809290953543, 0.5378973105134475], 'ozunm001': [0.22687224669603523, 0.3964757709251101, 0.3547794117647059, 20.0, 0.33529411764705896, 0.24448529411764705, 0.15992647058823528, 0.7555147058823529, 0.36245954692556637, 0.4627831715210356], 'profj001': [0.2591240875912409, 0.4635036496350365, 0.35555555555555557, 13.0, 0.35174603174603214, 0.1523809523809524, 0.11746031746031746, 0.8476190476190476, 0.3076923076923077, 0.40271493212669685], 'white006': [0.232, 0.396, 0.26717557251908397, 9.0, 0.28396946564885495, 0.25572519083969464, 0.03816793893129771, 0.7442748091603053, 0.3522727272727273, 0.4034090909090909]}","['profj001', 'olsom001', 'acunr001', 'albio001', 'baldd001', 'white006', 'ozunm001', 'harrm004', 'allen002']"
AZ,2025-05-08,"{'carrc005': [0.2929936305732484, 0.6050955414012739, 0.3620689655172414, 11.0, 0.3942528735632184, 0.25287356321839083, 0.07471264367816093, 0.7471264367816092, 0.34545454545454546, 0.5727272727272728], 'gurrl001': [0.21212121212121213, 0.4090909090909091, 0.2463768115942029, 6.0, 0.2789855072463768, 0.12318840579710146, 0.036231884057971016, 0.8768115942028986, 0.39473684210526316, 0.37719298245614036], 'martk001': [0.2619047619047619, 0.3333333333333333, 0.38, 0.0, 0.33399999999999996, 0.16, 0.16, 0.84, 0.17647058823529413, 0.5], 'moreg001': [0.22988505747126436, 0.26436781609195403, 0.3163265306122449, 0.0, 0.2673469387755101, 0.1836734693877551, 0.10204081632653061, 0.8163265306122449, 0.3880597014925373, 0.47761194029850745], 'naylj001': [0.29411764705882354, 0.4485294117647059, 0.37254901960784315, 4.0, 0.36078431372549014, 0.12418300653594772, 0.10457516339869281, 0.8758169934640523, 0.3157894736842105, 0.45614035087719296], 'perdg001': [0.2824427480916031, 0.45038167938931295, 0.4050632911392405, 5.0, 0.3784810126582278, 0.11392405063291139, 0.16455696202531644, 0.8860759493670886, 0.37037037037037035, 0.3333333333333333], 'smitp002': [0.28735632183908044, 0.5287356321839081, 0.43119266055045874, 4.0, 0.4211009174311928, 0.3119266055045872, 0.2018348623853211, 0.6880733944954128, 0.40384615384615385, 0.4423076923076923], 'suare001': [0.19548872180451127, 0.45864661654135336, 0.28187919463087246, 10.0, 0.3053691275167784, 0.2751677852348993, 0.087248322147651, 0.7248322147651006, 0.3793103448275862, 0.5632183908045977], 'thoma004': [0.30526315789473685, 0.42105263157894735, 0.3465346534653465, 0.0, 0.32772277227722757, 0.2079207920792079, 0.039603960396039604, 0.7920792079207921, 0.3333333333333333, 0.4444444444444444]}","['martk001', 'carrc005', 'smitp002', 'naylj001', 'gurrl001', 'perdg001', 'moreg001', 'thoma004', 'suare001']"
AZ,2025-05-09,"{'carrc005': [0.2857142857142857, 0.5900621118012422, 0.3539325842696629, 11.0, 0.38539325842696637, 0.25280898876404495, 0.07303370786516854, 0.7471910112359551, 0.336283185840708, 0.5663716814159292], 'gurrl001': [0.21323529411764705, 0.40441176470588236, 0.24647887323943662, 6.0, 0.27746478873239433, 0.13380281690140844, 0.035211267605633804, 0.8661971830985915, 0.3879310344827586, 0.3793103448275862], 'martk001': [0.2608695652173913, 0.391304347826087, 0.37037037037037035, 1.0, 0.34629629629629627, 0.14814814814814814, 0.14814814814814814, 0.8518518518518519, 0.1891891891891892, 0.5135135135135135], 'moreg001': [0.25274725274725274, 0.31868131868131866, 0.3333333333333333, 1.0, 0.2941176470588234, 0.17647058823529413, 0.09803921568627451, 0.8235294117647058, 0.4225352112676056, 0.5070422535211268], 'naylj001': [0.29285714285714287, 0.44285714285714284, 0.36942675159235666, 4.0, 0.35732484076433113, 0.12101910828025478, 0.10191082802547771, 0.8789808917197452, 0.3050847457627119, 0.4491525423728814], 'perdg001': [0.291044776119403, 0.4626865671641791, 0.40993788819875776, 5.0, 0.38509316770186325, 0.11180124223602485, 0.16149068322981366, 0.8881987577639752, 0.3783783783783784, 0.3333333333333333], 'smitp002': [0.2808988764044944, 0.5168539325842697, 0.42857142857142855, 4.0, 0.41607142857142876, 0.30357142857142855, 0.20535714285714285, 0.6964285714285714, 0.3888888888888889, 0.4444444444444444], 'suare001': [0.19852941176470587, 0.4632352941176471, 0.2875816993464052, 10.0, 0.3058823529411764, 0.2679738562091503, 0.08496732026143791, 0.7320261437908496, 0.37777777777777777, 0.5555555555555556], 'thoma004': [0.29591836734693877, 0.40816326530612246, 0.33653846153846156, 0.0, 0.31826923076923064, 0.22115384615384615, 0.038461538461538464, 0.7788461538461539, 0.3287671232876712, 0.4520547945205479]}","['carrc005', 'martk001', 'smitp002', 'naylj001', 'gurrl001', 'suare001', 'perdg001', 'thoma004', 'moreg001']"
AZ,2025-05-12,"{'carrc005': [0.27167630057803466, 0.5664739884393064, 0.3403141361256545, 11.0, 0.3712041884816754, 0.24083769633507854, 0.07329842931937172, 0.7591623036649214, 0.31451612903225806, 0.5483870967741935], 'gurrl001': [0.20689655172413793, 0.4068965517241379, 0.23841059602649006, 7.0, 0.2741721854304635, 0.13245033112582782, 0.033112582781456956, 0.8675496688741722, 0.3709677419354839, 0.3790322580645161], 'martk001': [0.2727272727272727, 0.509090909090909, 0.375, 3.0, 0.3859375, 0.125, 0.140625, 0.875, 0.2, 0.5111111111111111], 'moreg001': [0.24, 0.3, 0.3153153153153153, 1.0, 0.27837837837837826, 0.18018018018018017, 0.09009009009009009, 0.8198198198198198, 0.41025641025641024, 0.47435897435897434], 'naylj001': [0.2894736842105263, 0.4342105263157895, 0.36470588235294116, 4.0, 0.3523529411764705, 0.12941176470588237, 0.1, 0.8705882352941177, 0.29133858267716534, 0.44881889763779526], 'perdg001': [0.2876712328767123, 0.4520547945205479, 0.40229885057471265, 5.0, 0.3781609195402298, 0.1206896551724138, 0.15517241379310345, 0.8793103448275862, 0.37815126050420167, 0.3277310924369748], 'smitp002': [0.31313131313131315, 0.5353535353535354, 0.44715447154471544, 4.0, 0.43170731707317084, 0.2926829268292683, 0.1951219512195122, 0.7073170731707317, 0.3548387096774194, 0.41935483870967744], 'suare001': [0.20408163265306123, 0.4965986394557823, 0.29518072289156627, 12.0, 0.3222891566265059, 0.2710843373493976, 0.09036144578313253, 0.7289156626506024, 0.3917525773195876, 0.5463917525773195], 'thoma004': [0.28703703703703703, 0.3888888888888889, 0.33043478260869563, 0.0, 0.3034782608695651, 0.21739130434782608, 0.034782608695652174, 0.782608695652174, 0.32098765432098764, 0.43209876543209874]}","['martk001', 'carrc005', 'suare001', 'naylj001', 'moreg001', 'gurrl001', 'perdg001', 'smitp002', 'thoma004']"
AZ,2025-05-25,"{'carrc005': [0.26851851851851855, 0.5740740740740741, 0.3389121338912134, 15.0, 0.37573221757322195, 0.24267782426778242, 0.0794979079497908, 0.7573221757322176, 0.3246753246753247, 0.538961038961039], 'gurrl001': [0.23529411764705882, 0.43315508021390375, 0.2814070351758794, 8.0, 0.307537688442211, 0.1306532663316583, 0.05527638190954774, 0.8693467336683417, 0.3522012578616352, 0.3836477987421384], 'martk001': [0.27, 0.57, 0.3652173913043478, 8.0, 0.3817391304347825, 0.1391304347826087, 0.10434782608695652, 0.8608695652173913, 0.25925925925925924, 0.5308641975308642], 'moreg001': [0.2631578947368421, 0.39849624060150374, 0.3287671232876712, 4.0, 0.31986301369862996, 0.17123287671232876, 0.0821917808219178, 0.8287671232876712, 0.3619047619047619, 0.4857142857142857], 'naylj001': [0.2857142857142857, 0.4336734693877551, 0.3488372093023256, 5.0, 0.344186046511628, 0.12558139534883722, 0.08372093023255814, 0.8744186046511628, 0.29518072289156627, 0.4397590361445783], 'perdg001': [0.3055555555555556, 0.4777777777777778, 0.4131455399061033, 6.0, 0.3929577464788734, 0.11737089201877934, 0.15023474178403756, 0.8826291079812206, 0.3825503355704698, 0.348993288590604], 'smitp002': [0.2923076923076923, 0.47692307692307695, 0.4064516129032258, 4.0, 0.39290322580645165, 0.2967741935483871, 0.16129032258064516, 0.7032258064516129, 0.37349397590361444, 0.4457831325301205], 'suare001': [0.21808510638297873, 0.48936170212765956, 0.3033175355450237, 14.0, 0.31800947867298573, 0.24644549763033174, 0.07582938388625593, 0.7535545023696683, 0.37404580152671757, 0.5114503816793893], 'thoma004': [0.265625, 0.375, 0.3188405797101449, 1.0, 0.29057971014492745, 0.2391304347826087, 0.043478260869565216, 0.7608695652173914, 0.3076923076923077, 0.4175824175824176]}","['carrc005', 'martk001', 'gurrl001', 'naylj001', 'suare001', 'moreg001', 'perdg001', 'thoma004', 'smitp002']"
AZ,2025-05-30,"{'carrc005': [0.2564102564102564, 0.5555555555555556, 0.3229571984435798, 16.0, 0.36225680933852156, 0.2490272373540856, 0.07392996108949416, 0.7509727626459144, 0.3151515151515151, 0.5212121212121212], 'gurrl001': [0.24509803921568626, 0.43137254901960786, 0.2903225806451613, 8.0, 0.30875576036866353, 0.1382488479262673, 0.05069124423963134, 0.8617511520737328, 0.36257309941520466, 0.38596491228070173], 'martk001': [0.27522935779816515, 0.5504587155963303, 0.368, 8.0, 0.3783999999999999, 0.128, 0.104, 0.872, 0.26666666666666666, 0.5], 'moreg001': [0.27586206896551724, 0.4206896551724138, 0.33544303797468356, 4.0, 0.3310126582278479, 0.17088607594936708, 0.0759493670886076, 0.8291139240506329, 0.3565217391304348, 0.48695652173913045], 'naylj001': [0.29245283018867924, 0.4481132075471698, 0.35064935064935066, 6.0, 0.35021645021645037, 0.12554112554112554, 0.07792207792207792, 0.8744588744588745, 0.3111111111111111, 0.4388888888888889], 'perdg001': [0.28865979381443296, 0.4484536082474227, 0.4, 6.0, 0.37086956521739145, 0.10869565217391304, 0.14347826086956522, 0.8913043478260869, 0.37423312883435583, 0.32515337423312884], 'smitp002': [0.28368794326241137, 0.45390070921985815, 0.39156626506024095, 4.0, 0.377710843373494, 0.30120481927710846, 0.15060240963855423, 0.6987951807228916, 0.36666666666666664, 0.4444444444444444], 'suare001': [0.22388059701492538, 0.4975124378109453, 0.30973451327433627, 15.0, 0.32566371681415934, 0.24336283185840707, 0.07964601769911504, 0.7566371681415929, 0.3617021276595745, 0.524822695035461], 'thoma004': [0.2589928057553957, 0.3669064748201439, 0.3087248322147651, 1.0, 0.2838926174496643, 0.24161073825503357, 0.040268456375838924, 0.7583892617449665, 0.31313131313131315, 0.40404040404040403]}","['carrc005', 'martk001', 'perdg001', 'naylj001', 'suare001', 'smitp002', 'moreg001', 'gurrl001', 'thoma004']"
AZ,2025-05-31,"{'carrc005': [0.25630252100840334, 0.5546218487394958, 0.3244274809160305, 16.0, 0.3603053435114505, 0.2480916030534351, 0.07251908396946564, 0.7519083969465649, 0.31547619047619047, 0.5119047619047619], 'gricr001': [0.24675324675324675, 0.44155844155844154, 0.2926829268292683, 2.0, 0.3219512195121951, 0.2073170731707317, 0.06097560975609756, 0.7926829268292683, 0.3448275862068966, 0.5], 'martk001': [0.2767857142857143, 0.5446428571428571, 0.3769230769230769, 8.0, 0.3815384615384615, 0.12307692307692308, 0.11538461538461539, 0.8769230769230769, 0.26881720430107525, 0.5053763440860215], 'moreg001': [0.2751677852348993, 0.4228187919463087, 0.3333333333333333, 4.0, 0.330864197530864, 0.16666666666666666, 0.07407407407407407, 0.8333333333333334, 0.36134453781512604, 0.4789915966386555], 'naylj001': [0.29493087557603687, 0.4470046082949309, 0.3516949152542373, 6.0, 0.3504237288135595, 0.1228813559322034, 0.07627118644067797, 0.8771186440677966, 0.31351351351351353, 0.44324324324324327], 'perdg001': [0.2864321608040201, 0.44221105527638194, 0.39574468085106385, 6.0, 0.36680851063829806, 0.11063829787234042, 0.14042553191489363, 0.8893617021276595, 0.3772455089820359, 0.32934131736526945], 'smitp002': [0.2896551724137931, 0.46206896551724136, 0.3941176470588235, 4.0, 0.38176470588235295, 0.3058823529411765, 0.14705882352941177, 0.6941176470588235, 0.3804347826086957, 0.45652173913043476], 'suare001': [0.22926829268292684, 0.5024390243902439, 0.3130434782608696, 15.0, 0.3295652173913044, 0.2391304347826087, 0.0782608695652174, 0.7608695652173914, 0.36551724137931035, 0.5103448275862069], 'thoma004': [0.2553191489361702, 0.3617021276595745, 0.304635761589404, 1.0, 0.2801324503311257, 0.23841059602649006, 0.039735099337748346, 0.7615894039735099, 0.3069306930693069, 0.40594059405940597]}","['carrc005', 'martk001', 'perdg001', 'naylj001', 'suare001', 'smitp002', 'moreg001', 'gricr001', 'thoma004']"
AZ,2025-06-03,"{'carrc005': [0.25206611570247933, 0.5454545454545454, 0.32209737827715357, 16.0, 0.356179775280899, 0.24344569288389514, 0.0749063670411985, 0.7565543071161048, 0.313953488372093, 0.5174418604651163], 'gurrl001': [0.25118483412322273, 0.43601895734597157, 0.29777777777777775, 8.0, 0.31466666666666665, 0.13333333333333333, 0.05333333333333334, 0.8666666666666667, 0.3728813559322034, 0.3954802259887006], 'martk001': [0.2689075630252101, 0.5210084033613446, 0.37410071942446044, 8.0, 0.36834532374100715, 0.1223021582733813, 0.11510791366906475, 0.8776978417266187, 0.26262626262626265, 0.5151515151515151], 'moreg001': [0.27631578947368424, 0.42105263157894735, 0.3373493975903614, 4.0, 0.33253012048192754, 0.16265060240963855, 0.0783132530120482, 0.8373493975903614, 0.36885245901639346, 0.48360655737704916], 'naylj001': [0.29464285714285715, 0.45982142857142855, 0.3524590163934426, 7.0, 0.3553278688524592, 0.11885245901639344, 0.0778688524590164, 0.8811475409836066, 0.3177083333333333, 0.4427083333333333], 'perdg001': [0.28019323671497587, 0.42995169082125606, 0.38934426229508196, 6.0, 0.35983606557377074, 0.11475409836065574, 0.13934426229508196, 0.8852459016393442, 0.3815028901734104, 0.3236994219653179], 'smitp002': [0.2905405405405405, 0.47297297297297297, 0.39655172413793105, 4.0, 0.38620689655172413, 0.3103448275862069, 0.14942528735632185, 0.6896551724137931, 0.3870967741935484, 0.46236559139784944], 'suare001': [0.2300469483568075, 0.5070422535211268, 0.31092436974789917, 16.0, 0.33067226890756307, 0.23529411764705882, 0.07563025210084033, 0.7647058823529411, 0.3708609271523179, 0.4966887417218543], 'thoma004': [0.25517241379310346, 0.3586206896551724, 0.3032258064516129, 1.0, 0.2787096774193547, 0.24516129032258063, 0.03870967741935484, 0.7548387096774194, 0.3106796116504854, 0.4077669902912621]}","['carrc005', 'martk001', 'perdg001', 'suare001', 'naylj001', 'smitp002', 'moreg001', 'gurrl001', 'thoma004']"
AZ,2025-06-10,"{'carrc005': [0.25572519083969464, 0.5648854961832062, 0.33447098976109213, 19.0, 0.3675767918088739, 0.2354948805460751, 0.08532423208191127, 0.764505119453925, 0.30851063829787234, 0.5106382978723404], 'gurrl001': [0.2542372881355932, 0.4322033898305085, 0.30708661417322836, 9.0, 0.31889763779527575, 0.14173228346456693, 0.06299212598425197, 0.8582677165354331, 0.3826530612244898, 0.4030612244897959], 'martk001': [0.2827586206896552, 0.5724137931034483, 0.391812865497076, 12.0, 0.39707602339181297, 0.1286549707602339, 0.1286549707602339, 0.8713450292397661, 0.29411764705882354, 0.5042016806722689], 'moreg001': [0.2777777777777778, 0.41358024691358025, 0.3352272727272727, 4.0, 0.3289772727272725, 0.16477272727272727, 0.07386363636363637, 0.8352272727272727, 0.36923076923076925, 0.47692307692307695], 'naylj001': [0.2874493927125506, 0.4534412955465587, 0.34328358208955223, 8.0, 0.3485074626865674, 0.12686567164179105, 0.07462686567164178, 0.8731343283582089, 0.319047619047619, 0.4380952380952381], 'perdg001': [0.26382978723404255, 0.4127659574468085, 0.37318840579710144, 7.0, 0.3467391304347829, 0.11956521739130435, 0.13768115942028986, 0.8804347826086957, 0.3641025641025641, 0.3333333333333333], 'smitp002': [0.2795031055900621, 0.4472049689440994, 0.39267015706806285, 4.0, 0.3759162303664923, 0.2931937172774869, 0.15706806282722513, 0.7068062827225131, 0.36893203883495146, 0.44660194174757284], 'suare001': [0.22633744855967078, 0.5020576131687243, 0.30111524163568776, 18.0, 0.32639405204460975, 0.26022304832713755, 0.07063197026022305, 0.7397769516728625, 0.3614457831325301, 0.5], 'thoma004': [0.25882352941176473, 0.36470588235294116, 0.3, 2.0, 0.281111111111111, 0.2388888888888889, 0.03333333333333333, 0.7611111111111111, 0.3333333333333333, 0.425]}","['carrc005', 'martk001', 'perdg001', 'suare001', 'gurrl001', 'smitp002', 'moreg001', 'naylj001', 'thoma004']"
AZ,2025-06-13,"{'carrc005': [0.25830258302583026, 0.5719557195571956, 0.3344370860927152, 19.0, 0.37019867549668894, 0.23178807947019867, 0.08278145695364239, 0.7682119205298014, 0.3163265306122449, 0.5051020408163265], 'gurrl001': [0.2540983606557377, 0.4385245901639344, 0.3053435114503817, 10.0, 0.32022900763358797, 0.1450381679389313, 0.061068702290076333, 0.8549618320610687, 0.3811881188118812, 0.41089108910891087], 'martk001': [0.2894736842105263, 0.5657894736842105, 0.4, 12.0, 0.40000000000000024, 0.13333333333333333, 0.13333333333333333, 0.8666666666666667, 0.2903225806451613, 0.5], 'moreg001': [0.27710843373493976, 0.42771084337349397, 0.3333333333333333, 5.0, 0.33277777777777756, 0.16666666666666666, 0.07222222222222222, 0.8333333333333334, 0.3684210526315789, 0.48120300751879697], 'naylj001': [0.2992125984251969, 0.4645669291338583, 0.35507246376811596, 8.0, 0.35869565217391336, 0.12681159420289856, 0.07608695652173914, 0.8731884057971014, 0.3287037037037037, 0.4398148148148148], 'perdg001': [0.25925925925925924, 0.4074074074074074, 0.36619718309859156, 7.0, 0.34154929577464815, 0.11971830985915492, 0.13380281690140844, 0.8802816901408451, 0.36318407960199006, 0.3333333333333333], 'smitp002': [0.2754491017964072, 0.4550898203592814, 0.3888888888888889, 5.0, 0.3762626262626264, 0.29797979797979796, 0.15656565656565657, 0.702020202020202, 0.3584905660377358, 0.4528301886792453], 'suare001': [0.23107569721115537, 0.5099601593625498, 0.30324909747292417, 19.0, 0.3306859205776175, 0.259927797833935, 0.06859205776173286, 0.740072202166065, 0.3546511627906977, 0.5058139534883721], 'thoma004': [0.2711864406779661, 0.3954802259887006, 0.31382978723404253, 3.0, 0.2999999999999998, 0.22872340425531915, 0.03723404255319149, 0.7712765957446809, 0.33858267716535434, 0.4330708661417323]}","['carrc005', 'martk001', 'perdg001', 'naylj001', 'suare001', 'smitp002', 'moreg001', 'gurrl001', 'thoma004']"
AZ,2025-06-14,"{'carrc005': [0.2581818181818182, 0.5781818181818181, 0.3333333333333333, 20.0, 0.3718954248366015, 0.23529411764705882, 0.08169934640522876, 0.7647058823529411, 0.3181818181818182, 0.5], 'gurrl001': [0.25806451612903225, 0.43951612903225806, 0.3082706766917293, 10.0, 0.3221804511278198, 0.14661654135338345, 0.06015037593984962, 0.8533834586466166, 0.3853658536585366, 0.40487804878048783], 'martk001': [0.2903225806451613, 0.5612903225806452, 0.40217391304347827, 12.0, 0.4000000000000003, 0.1358695652173913, 0.1358695652173913, 0.8641304347826086, 0.29365079365079366, 0.49206349206349204], 'moreg001': [0.27058823529411763, 0.4176470588235294, 0.32608695652173914, 5.0, 0.3255434782608694, 0.16847826086956522, 0.07065217391304347, 0.8315217391304348, 0.36764705882352944, 0.47794117647058826], 'naylj001': [0.29961089494163423, 0.47470817120622566, 0.3548387096774194, 9.0, 0.36200716845878167, 0.12903225806451613, 0.07526881720430108, 0.8709677419354839, 0.3302752293577982, 0.44495412844036697], 'perdg001': [0.2631578947368421, 0.41295546558704455, 0.3680555555555556, 7.0, 0.3444444444444447, 0.11805555555555555, 0.13194444444444445, 0.8819444444444444, 0.36097560975609755, 0.34146341463414637], 'smitp002': [0.27218934911242604, 0.44970414201183434, 0.3910891089108911, 5.0, 0.3757425742574259, 0.297029702970297, 0.16336633663366337, 0.7029702970297029, 0.3644859813084112, 0.45794392523364486], 'suare001': [0.2283464566929134, 0.5039370078740157, 0.302491103202847, 19.0, 0.3259786476868329, 0.2597864768683274, 0.06761565836298933, 0.7402135231316725, 0.3505747126436782, 0.5057471264367817], 'thoma004': [0.26519337016574585, 0.3867403314917127, 0.3072916666666667, 3.0, 0.29374999999999984, 0.22916666666666666, 0.036458333333333336, 0.7708333333333334, 0.3384615384615385, 0.43846153846153846]}","['carrc005', 'martk001', 'perdg001', 'naylj001', 'gurrl001', 'suare001', 'smitp002', 'thoma004', 'moreg001']"
