team,game_date,lineup,predicted_lineup
CHC,2025-06-12,"{'buscm003': [0.2644230769230769, 0.5048076923076923, 0.35714285714285715, 11.0, 0.3596638655462187, 0.23529411764705882, 0.10504201680672269, 0.7647058823529411, 0.4189189189189189, 0.4797297297297297], 'crowp001': [0.2706766917293233, 0.5451127819548872, 0.30714285714285716, 17.0, 0.36107142857142877, 0.25357142857142856, 0.04642857142857143, 0.7464285714285714, 0.3894736842105263, 0.4473684210526316], 'happi001': [0.2551440329218107, 0.3991769547325103, 0.34657039711191334, 7.0, 0.33285198555956697, 0.22743682310469315, 0.11913357400722022, 0.7725631768953068, 0.3693181818181818, 0.3693181818181818], 'hoern001': [0.2857142857142857, 0.35714285714285715, 0.3333333333333333, 0.0, 0.3051851851851853, 0.07407407407407407, 0.05555555555555555, 0.9259259259259259, 0.33183856502242154, 0.28699551569506726], 'kellc002': [0.25547445255474455, 0.49635036496350365, 0.37423312883435583, 9.0, 0.37546012269938644, 0.1411042944785276, 0.15337423312883436, 0.8588957055214724, 0.37272727272727274, 0.44545454545454544], 'shawm002': [0.24444444444444444, 0.34814814814814815, 0.32, 2.0, 0.3039999999999998, 0.20666666666666667, 0.1, 0.7933333333333333, 0.38613861386138615, 0.25742574257425743], 'suzus001': [0.265625, 0.5390625, 0.3309608540925267, 16.0, 0.37330960854092543, 0.2704626334519573, 0.08896797153024912, 0.7295373665480427, 0.4689265536723164, 0.4971751412429379], 'swand001': [0.23954372623574144, 0.4220532319391635, 0.29328621908127206, 12.0, 0.31307420494699667, 0.2756183745583039, 0.0706713780918728, 0.7243816254416962, 0.4134078212290503, 0.4748603351955307], 'tuckk001': [0.26744186046511625, 0.49612403100775193, 0.37, 13.0, 0.3733333333333338, 0.13666666666666666, 0.13333333333333333, 0.8633333333333333, 0.3923444976076555, 0.45933014354066987]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'kellc002', 'hoern001', 'shawm002', 'buscm003']"
CHC,2025-06-14,"{'buscm003': [0.2616822429906542, 0.5, 0.3551020408163265, 11.0, 0.3575510204081635, 0.23673469387755103, 0.10612244897959183, 0.763265306122449, 0.4144736842105263, 0.47368421052631576], 'crowp001': [0.27106227106227104, 0.5494505494505495, 0.30662020905923343, 18.0, 0.36236933797909426, 0.25435540069686413, 0.04529616724738676, 0.7456445993031359, 0.39487179487179486, 0.4512820512820513], 'happi001': [0.252, 0.392, 0.34615384615384615, 7.0, 0.33041958041958064, 0.22377622377622378, 0.12237762237762238, 0.7762237762237763, 0.3626373626373626, 0.3791208791208791], 'hoern001': [0.28185328185328185, 0.35135135135135137, 0.3285198555956679, 0.0, 0.30072202166064993, 0.07220216606498195, 0.05415162454873646, 0.927797833935018, 0.3347826086956522, 0.28695652173913044], 'kellc002': [0.25, 0.4857142857142857, 0.3674698795180723, 9.0, 0.36867469879518067, 0.14457831325301204, 0.15060240963855423, 0.8554216867469879, 0.36607142857142855, 0.4375], 'shawm002': [0.2323943661971831, 0.33098591549295775, 0.3057324840764331, 2.0, 0.2904458598726113, 0.21656050955414013, 0.09554140127388536, 0.7834394904458599, 0.38095238095238093, 0.24761904761904763], 'suzus001': [0.2689393939393939, 0.5454545454545454, 0.33217993079584773, 17.0, 0.37612456747404865, 0.2664359861591695, 0.08650519031141868, 0.7335640138408305, 0.4673913043478261, 0.4945652173913043], 'swand001': [0.23703703703703705, 0.4148148148148148, 0.2896551724137931, 12.0, 0.30862068965517264, 0.2793103448275862, 0.06896551724137931, 0.7206896551724138, 0.41208791208791207, 0.4725274725274725], 'tuckk001': [0.2669172932330827, 0.4924812030075188, 0.36893203883495146, 13.0, 0.3718446601941752, 0.13915857605177995, 0.13268608414239483, 0.86084142394822, 0.39069767441860465, 0.4604651162790698]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'buscm003', 'hoern001', 'shawm002', 'kellc002']"
CHC,2025-06-17,"{'buscm003': [0.26244343891402716, 0.497737556561086, 0.3531746031746032, 11.0, 0.3563492063492066, 0.23015873015873015, 0.10317460317460317, 0.7698412698412699, 0.4088050314465409, 0.4779874213836478], 'crowp001': [0.26785714285714285, 0.5392857142857143, 0.30272108843537415, 18.0, 0.3568027210884356, 0.24829931972789115, 0.04421768707482993, 0.7517006802721088, 0.38613861386138615, 0.45544554455445546], 'happi001': [0.2490272373540856, 0.3852140077821012, 0.3435374149659864, 7.0, 0.32687074829931995, 0.22448979591836735, 0.12244897959183673, 0.7755102040816326, 0.3582887700534759, 0.3850267379679144], 'hoern001': [0.2857142857142857, 0.35714285714285715, 0.33098591549295775, 0.0, 0.30422535211267615, 0.07042253521126761, 0.0528169014084507, 0.9295774647887324, 0.34177215189873417, 0.2869198312236287], 'kellc002': [0.24475524475524477, 0.4755244755244755, 0.3609467455621302, 9.0, 0.3621301775147928, 0.15384615384615385, 0.14792899408284024, 0.8461538461538461, 0.36283185840707965, 0.4336283185840708], 'shawm002': [0.22758620689655173, 0.32413793103448274, 0.3, 2.0, 0.2849999999999998, 0.21875, 0.09375, 0.78125, 0.38317757009345793, 0.24299065420560748], 'suzus001': [0.2610294117647059, 0.5294117647058824, 0.32323232323232326, 17.0, 0.3659932659932662, 0.265993265993266, 0.08417508417508418, 0.734006734006734, 0.46842105263157896, 0.48947368421052634], 'swand001': [0.24187725631768953, 0.4259927797833935, 0.29292929292929293, 13.0, 0.31414141414141444, 0.27946127946127947, 0.06734006734006734, 0.7205387205387206, 0.4117647058823529, 0.47593582887700536], 'tuckk001': [0.2693726937269373, 0.4907749077490775, 0.36942675159235666, 13.0, 0.37165605095541454, 0.14331210191082802, 0.1305732484076433, 0.856687898089172, 0.3870967741935484, 0.4608294930875576]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'kellc002', 'buscm003', 'shawm002', 'hoern001']"
CHC,2025-06-19,"{'buscm003': [0.26222222222222225, 0.49333333333333335, 0.3515625, 11.0, 0.35429687500000023, 0.2265625, 0.1015625, 0.7734375, 0.4171779141104294, 0.4723926380368098], 'crowp001': [0.2695035460992908, 0.549645390070922, 0.3087248322147651, 19.0, 0.3610738255033559, 0.24496644295302014, 0.04697986577181208, 0.7550335570469798, 0.3872549019607843, 0.46078431372549017], 'happi001': [0.24615384615384617, 0.38076923076923075, 0.3422818791946309, 7.0, 0.3248322147651009, 0.22483221476510068, 0.12416107382550336, 0.7751677852348994, 0.35978835978835977, 0.3862433862433862], 'hoern001': [0.2862453531598513, 0.35687732342007433, 0.3310104529616725, 0.0, 0.3041811846689897, 0.07317073170731707, 0.05226480836236934, 0.926829268292683, 0.3472803347280335, 0.28451882845188287], 'kellc002': [0.23809523809523808, 0.46258503401360546, 0.35260115606936415, 9.0, 0.35375722543352595, 0.16184971098265896, 0.14450867052023122, 0.838150289017341, 0.3652173913043478, 0.43478260869565216], 'shawm002': [0.22972972972972974, 0.3310810810810811, 0.3006134969325153, 2.0, 0.2877300613496931, 0.2147239263803681, 0.09202453987730061, 0.7852760736196319, 0.38181818181818183, 0.24545454545454545], 'suzus001': [0.2608695652173913, 0.5362318840579711, 0.3222591362126246, 18.0, 0.36777408637873776, 0.2724252491694352, 0.08305647840531562, 0.7275747508305648, 0.4712041884816754, 0.49214659685863876], 'swand001': [0.23843416370106763, 0.4199288256227758, 0.28903654485049834, 13.0, 0.30996677740863815, 0.27906976744186046, 0.0664451827242525, 0.7209302325581395, 0.4105263157894737, 0.46842105263157896], 'tuckk001': [0.27636363636363637, 0.5018181818181818, 0.3742138364779874, 13.0, 0.3779874213836483, 0.14150943396226415, 0.1289308176100629, 0.8584905660377359, 0.3936651583710407, 0.4660633484162896]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'kellc002', 'hoern001', 'shawm002', 'buscm003']"
CHC,2025-06-26,"{'buscm003': [0.26720647773279355, 0.4898785425101215, 0.35587188612099646, 12.0, 0.3565836298932388, 0.2206405693950178, 0.10320284697508897, 0.7793594306049823, 0.4222222222222222, 0.46111111111111114], 'crowp001': [0.27184466019417475, 0.5598705501618123, 0.3098159509202454, 21.0, 0.36380368098159527, 0.2392638036809816, 0.04294478527607362, 0.7607361963190185, 0.38495575221238937, 0.46017699115044247], 'happi001': [0.2491349480968858, 0.42214532871972316, 0.34441087613293053, 12.0, 0.33927492447129937, 0.22658610271903323, 0.12386706948640483, 0.7734138972809668, 0.36666666666666664, 0.40476190476190477], 'hoern001': [0.29152542372881357, 0.36610169491525424, 0.3343949044585987, 1.0, 0.3073248407643315, 0.07006369426751592, 0.04777070063694268, 0.9299363057324841, 0.34600760456273766, 0.29277566539923955], 'kellc002': [0.25157232704402516, 0.46540880503144655, 0.3602150537634409, 9.0, 0.35913978494623655, 0.16666666666666666, 0.13978494623655913, 0.8333333333333334, 0.3790322580645161, 0.45161290322580644], 'shawm002': [0.21428571428571427, 0.30357142857142855, 0.29411764705882354, 2.0, 0.26791443850267366, 0.20855614973262032, 0.09090909090909091, 0.7914438502673797, 0.36, 0.248], 'suzus001': [0.2581699346405229, 0.5392156862745098, 0.3183183183183183, 21.0, 0.3666666666666669, 0.2702702702702703, 0.08108108108108109, 0.7297297297297297, 0.45539906103286387, 0.5117370892018779], 'swand001': [0.23934426229508196, 0.419672131147541, 0.290519877675841, 14.0, 0.3107033639143734, 0.27217125382262997, 0.0672782874617737, 0.72782874617737, 0.39712918660287083, 0.46411483253588515], 'tuckk001': [0.2838283828382838, 0.5214521452145214, 0.3817663817663818, 16.0, 0.3886039886039891, 0.1452991452991453, 0.13105413105413105, 0.8547008547008547, 0.40329218106995884, 0.46502057613168724]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'buscm003', 'kellc002', 'hoern001', 'shawm002']"
CHC,2025-07-01,"{'buscm003': [0.2713178294573643, 0.5077519379844961, 0.3583617747440273, 14.0, 0.36416382252559765, 0.21843003412969283, 0.10238907849829351, 0.7815699658703071, 0.42328042328042326, 0.4656084656084656], 'crowp001': [0.2623456790123457, 0.5370370370370371, 0.30116959064327486, 21.0, 0.3514619883040938, 0.24269005847953215, 0.043859649122807015, 0.7573099415204678, 0.3771186440677966, 0.4449152542372881], 'happi001': [0.24025974025974026, 0.4025974025974026, 0.3333333333333333, 12.0, 0.3270655270655274, 0.2336182336182336, 0.11965811965811966, 0.7663817663817664, 0.35585585585585583, 0.40540540540540543], 'hoern001': [0.2912621359223301, 0.3818770226537217, 0.33636363636363636, 3.0, 0.31424242424242455, 0.06666666666666667, 0.051515151515151514, 0.9333333333333333, 0.34296028880866425, 0.2851985559566787], 'kellc002': [0.25882352941176473, 0.4647058823529412, 0.36363636363636365, 9.0, 0.36111111111111116, 0.1717171717171717, 0.13636363636363635, 0.8282828282828283, 0.3787878787878788, 0.45454545454545453], 'shawm002': [0.2222222222222222, 0.31666666666666665, 0.3, 2.0, 0.27599999999999986, 0.21, 0.09, 0.79, 0.3582089552238806, 0.26119402985074625], 'suzus001': [0.2577639751552795, 0.5403726708074534, 0.3171428571428571, 22.0, 0.3662857142857146, 0.26857142857142857, 0.08, 0.7314285714285714, 0.45535714285714285, 0.5089285714285714], 'swand001': [0.2445141065830721, 0.4263322884012539, 0.29941860465116277, 14.0, 0.31773255813953527, 0.26453488372093026, 0.07267441860465117, 0.7354651162790697, 0.39819004524886875, 0.46153846153846156], 'tuckk001': [0.284375, 0.525, 0.37771739130434784, 17.0, 0.38804347826087016, 0.14130434782608695, 0.125, 0.8586956521739131, 0.3938223938223938, 0.4594594594594595]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'buscm003', 'hoern001', 'kellc002', 'shawm002']"
CHC,2025-07-02,"{'buscm003': [0.2796934865900383, 0.5134099616858238, 0.367003367003367, 14.0, 0.37070707070707115, 0.21548821548821548, 0.10437710437710437, 0.7845117845117845, 0.421875, 0.4635416666666667], 'crowp001': [0.2652439024390244, 0.5365853658536586, 0.30346820809248554, 21.0, 0.35260115606936443, 0.2398843930635838, 0.04335260115606936, 0.7601156069364162, 0.375, 0.44166666666666665], 'happi001': [0.23717948717948717, 0.3974358974358974, 0.3295774647887324, 12.0, 0.32338028169014116, 0.23380281690140844, 0.11830985915492957, 0.7661971830985915, 0.35555555555555557, 0.40444444444444444], 'hoern001': [0.28846153846153844, 0.3782051282051282, 0.33532934131736525, 3.0, 0.3125748502994015, 0.0688622754491018, 0.05389221556886228, 0.9311377245508982, 0.34050179211469533, 0.2831541218637993], 'kellc002': [0.26744186046511625, 0.48255813953488375, 0.373134328358209, 9.0, 0.3721393034825871, 0.1691542288557214, 0.13930348258706468, 0.8308457711442786, 0.3805970149253731, 0.4626865671641791], 'shawm002': [0.22099447513812154, 0.3149171270718232, 0.3054187192118227, 2.0, 0.27881773399014764, 0.20689655172413793, 0.09852216748768473, 0.7931034482758621, 0.362962962962963, 0.26666666666666666], 'suzus001': [0.25766871165644173, 0.5460122699386503, 0.3163841807909605, 23.0, 0.36779661016949183, 0.268361581920904, 0.07909604519774012, 0.731638418079096, 0.45374449339207046, 0.5066079295154186], 'swand001': [0.24458204334365324, 0.4241486068111455, 0.2988505747126437, 14.0, 0.31666666666666704, 0.2614942528735632, 0.07183908045977011, 0.7385057471264368, 0.39555555555555555, 0.4577777777777778], 'tuckk001': [0.2839506172839506, 0.5216049382716049, 0.3763440860215054, 17.0, 0.3862903225806457, 0.13978494623655913, 0.12365591397849462, 0.8602150537634409, 0.39923954372623577, 0.4600760456273764]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'buscm003', 'hoern001', 'kellc002', 'shawm002']"
CHC,2025-07-04,"{'buscm003': [0.275092936802974, 0.5018587360594795, 0.36065573770491804, 14.0, 0.36393442622950867, 0.2262295081967213, 0.10163934426229508, 0.7737704918032787, 0.4205128205128205, 0.46153846153846156], 'crowp001': [0.2648809523809524, 0.5357142857142857, 0.30422535211267604, 21.0, 0.3526760563380284, 0.23943661971830985, 0.04507042253521127, 0.7605633802816901, 0.37398373983739835, 0.4349593495934959], 'happi001': [0.23270440251572327, 0.389937106918239, 0.32967032967032966, 12.0, 0.32115384615384646, 0.23076923076923078, 0.12362637362637363, 0.7692307692307693, 0.3521739130434783, 0.4043478260869565], 'hoern001': [0.2830188679245283, 0.3710691823899371, 0.3333333333333333, 3.0, 0.30730994152046814, 0.07017543859649122, 0.05555555555555555, 0.9298245614035088, 0.3415492957746479, 0.2852112676056338], 'kellc002': [0.26436781609195403, 0.47701149425287354, 0.375609756097561, 9.0, 0.37170731707317084, 0.17073170731707318, 0.14634146341463414, 0.8292682926829268, 0.37777777777777777, 0.45925925925925926], 'shawm002': [0.21808510638297873, 0.30851063829787234, 0.3, 2.0, 0.27380952380952367, 0.2, 0.09523809523809523, 0.8, 0.36619718309859156, 0.2676056338028169], 'suzus001': [0.26047904191616766, 0.5449101796407185, 0.31955922865013775, 23.0, 0.36914600550964216, 0.26721763085399447, 0.07988980716253444, 0.7327823691460055, 0.4482758620689655, 0.5129310344827587], 'swand001': [0.25, 0.4246987951807229, 0.3025210084033613, 14.0, 0.31876750700280154, 0.2661064425770308, 0.0700280112044818, 0.7338935574229691, 0.39565217391304347, 0.4652173913043478], 'tuckk001': [0.2809667673716012, 0.513595166163142, 0.3753280839895013, 17.0, 0.38320209973753333, 0.13910761154855644, 0.12598425196850394, 0.8608923884514436, 0.39776951672862454, 0.45353159851301117]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'kellc002', 'swand001', 'hoern001', 'shawm002']"
CHC,2025-07-05,"{'buscm003': [0.2857142857142857, 0.5421245421245421, 0.36893203883495146, 17.0, 0.3815533980582529, 0.22330097087378642, 0.10032362459546926, 0.7766990291262136, 0.4221105527638191, 0.4723618090452261], 'crowp001': [0.2735294117647059, 0.5588235294117647, 0.31197771587743733, 23.0, 0.3649025069637886, 0.23676880222841226, 0.04456824512534819, 0.7632311977715878, 0.38, 0.44], 'happi001': [0.2329192546583851, 0.391304347826087, 0.328804347826087, 12.0, 0.3211956521739134, 0.22826086956521738, 0.12228260869565218, 0.7717391304347826, 0.358974358974359, 0.405982905982906], 'hoern001': [0.2795031055900621, 0.36645962732919257, 0.32947976878612717, 3.0, 0.30375722543352635, 0.06936416184971098, 0.05491329479768786, 0.930635838150289, 0.34375, 0.2847222222222222], 'kellc002': [0.2640449438202247, 0.4887640449438202, 0.37320574162679426, 10.0, 0.3741626794258374, 0.1674641148325359, 0.14354066985645933, 0.8325358851674641, 0.381294964028777, 0.460431654676259], 'shawm002': [0.21354166666666666, 0.3020833333333333, 0.29439252336448596, 2.0, 0.2686915887850466, 0.19626168224299065, 0.09345794392523364, 0.8037383177570093, 0.3698630136986301, 0.2671232876712329], 'suzus001': [0.2603550295857988, 0.5502958579881657, 0.3188010899182561, 24.0, 0.370572207084469, 0.26975476839237056, 0.07901907356948229, 0.7302452316076294, 0.44871794871794873, 0.5170940170940171], 'swand001': [0.25297619047619047, 0.43452380952380953, 0.3047091412742382, 15.0, 0.32326869806094227, 0.2631578947368421, 0.06925207756232687, 0.7368421052631579, 0.4017094017094017, 0.4700854700854701], 'tuckk001': [0.27761194029850744, 0.5074626865671642, 0.37142857142857144, 17.0, 0.37922077922077974, 0.14285714285714285, 0.12467532467532468, 0.8571428571428571, 0.3948339483394834, 0.45387453874538747]}","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'swand001', 'hoern001', 'kellc002', 'shawm002']"
CHC,2025-07-08,"{'buscm003': [0.29537366548042704, 0.5622775800711743, 0.3793103448275862, 18.0, 0.39184952978056475, 0.22570532915360503, 0.10031347962382445, 0.774294670846395, 0.43137254901960786, 0.47058823529411764], 'crowp001': [0.2722063037249284, 0.5501432664756447, 0.3116531165311653, 23.0, 0.36178861788617916, 0.23577235772357724, 0.04607046070460705, 0.7642276422764228, 0.3852140077821012, 0.4357976653696498], 'happi001': [0.22865853658536586, 0.38414634146341464, 0.3306878306878307, 12.0, 0.32010582010582045, 0.2275132275132275, 0.12962962962962962, 0.7724867724867724, 0.35714285714285715, 0.40336134453781514], 'hoern001': [0.2857142857142857, 0.3799392097264438, 0.3361581920903955, 3.0, 0.31214689265536755, 0.06779661016949153, 0.05649717514124294, 0.9322033898305084, 0.34915254237288135, 0.2847457627118644], 'kellc002': [0.2677595628415301, 0.5081967213114754, 0.37383177570093457, 11.0, 0.3808411214953272, 0.16355140186915887, 0.14018691588785046, 0.8364485981308412, 0.3888888888888889, 0.4583333333333333], 'shawm002': [0.20707070707070707, 0.29292929292929293, 0.2895927601809955, 2.0, 0.26334841628959266, 0.19457013574660634, 0.09502262443438914, 0.8054298642533937, 0.3624161073825503, 0.2684563758389262], 'suzus001': [0.2622478386167147, 0.5590778097982709, 0.3209549071618037, 25.0, 0.3748010610079579, 0.27055702917771884, 0.07957559681697612, 0.7294429708222812, 0.4602510460251046, 0.5146443514644351], 'swand001': [0.25217391304347825, 0.4289855072463768, 0.3045822102425876, 15.0, 0.321293800539084, 0.2668463611859838, 0.07008086253369272, 0.7331536388140162, 0.39748953974895396, 0.4686192468619247], 'tuckk001': [0.2777777777777778, 0.5029239766081871, 0.37150127226463103, 17.0, 0.37786259541984785, 0.13994910941475827, 0.12468193384223919, 0.8600508905852418, 0.3971119133574007, 0.44765342960288806]}","['tuckk001', 'happi001', 'suzus001', 'buscm003', 'kellc002', 'hoern001', 'swand001', 'crowp001', 'shawm002']"
CHC,2025-07-10,"{'buscm003': [0.2951388888888889, 0.5555555555555556, 0.37920489296636084, 18.0, 0.3899082568807345, 0.22324159021406728, 0.10091743119266056, 0.7767584097859327, 0.43333333333333335, 0.4714285714285714], 'crowp001': [0.2661064425770308, 0.5378151260504201, 0.3050397877984085, 23.0, 0.35411140583554407, 0.23872679045092837, 0.04509283819628647, 0.7612732095490716, 0.37786259541984735, 0.4389312977099237], 'happi001': [0.22686567164179106, 0.37910447761194027, 0.3290155440414508, 12.0, 0.3176165803108812, 0.23056994818652848, 0.12953367875647667, 0.7694300518134715, 0.35537190082644626, 0.4049586776859504], 'hoern001': [0.28273809523809523, 0.375, 0.33240997229916897, 3.0, 0.30858725761772887, 0.0664819944598338, 0.055401662049861494, 0.9335180055401662, 0.34105960264900664, 0.2814569536423841], 'kellc002': [0.2648648648648649, 0.5027027027027027, 0.37327188940092165, 11.0, 0.37880184331797245, 0.16129032258064516, 0.14285714285714285, 0.8387096774193549, 0.3835616438356164, 0.4657534246575342], 'shawm002': [0.20297029702970298, 0.2871287128712871, 0.28444444444444444, 2.0, 0.25866666666666654, 0.19111111111111112, 0.09333333333333334, 0.8088888888888889, 0.35947712418300654, 0.2679738562091503], 'suzus001': [0.2577903682719547, 0.5495750708215298, 0.3194805194805195, 25.0, 0.3706493506493509, 0.2753246753246753, 0.08311688311688312, 0.7246753246753247, 0.46473029045643155, 0.5145228215767634], 'swand001': [0.2528409090909091, 0.42613636363636365, 0.30423280423280424, 15.0, 0.3201058201058206, 0.26455026455026454, 0.06878306878306878, 0.7354497354497355, 0.4, 0.47346938775510206], 'tuckk001': [0.27873563218390807, 0.5, 0.3740648379052369, 17.0, 0.3783042394014967, 0.1396508728179551, 0.12718204488778054, 0.8603491271820449, 0.39361702127659576, 0.4397163120567376]}","['tuckk001', 'suzus001', 'happi001', 'crowp001', 'buscm003', 'hoern001', 'kellc002', 'swand001', 'shawm002']"
CHC,2025-07-18,"{'buscm003': [0.28807947019867547, 0.5463576158940397, 0.3713450292397661, 19.0, 0.3833333333333338, 0.22514619883040934, 0.09941520467836257, 0.7748538011695907, 0.4318181818181818, 0.4818181818181818], 'crowp001': [0.26541554959785524, 0.5442359249329759, 0.30456852791878175, 25.0, 0.3563451776649749, 0.233502538071066, 0.04568527918781726, 0.766497461928934, 0.3695652173913043, 0.43478260869565216], 'happi001': [0.2276657060518732, 0.3746397694524496, 0.3283208020050125, 12.0, 0.3157894736842109, 0.22556390977443608, 0.12781954887218044, 0.7744360902255639, 0.3557312252964427, 0.39920948616600793], 'hoern001': [0.28125, 0.375, 0.3306878306878307, 3.0, 0.3079365079365083, 0.07407407407407407, 0.05555555555555555, 0.9259259259259259, 0.3503184713375796, 0.28343949044585987], 'kellc002': [0.27638190954773867, 0.5226130653266332, 0.3793103448275862, 12.0, 0.388793103448276, 0.15948275862068967, 0.13793103448275862, 0.8405172413793104, 0.3924050632911392, 0.4620253164556962], 'shawm002': [0.19806763285024154, 0.28019323671497587, 0.2782608695652174, 2.0, 0.2530434782608695, 0.1956521739130435, 0.09130434782608696, 0.8043478260869565, 0.3548387096774194, 0.2709677419354839], 'suzus001': [0.26216216216216215, 0.5459459459459459, 0.3208955223880597, 25.0, 0.37039800995024913, 0.27114427860696516, 0.07960199004975124, 0.7288557213930348, 0.47058823529411764, 0.5098039215686274], 'swand001': [0.25203252032520324, 0.4281842818428184, 0.3012658227848101, 16.0, 0.31924050632911444, 0.26582278481012656, 0.06582278481012659, 0.7341772151898734, 0.40077821011673154, 0.48249027237354086], 'tuckk001': [0.273972602739726, 0.4876712328767123, 0.36904761904761907, 17.0, 0.37190476190476235, 0.14285714285714285, 0.1261904761904762, 0.8571428571428571, 0.39661016949152544, 0.43050847457627117]}","['tuckk001', 'suzus001', 'happi001', 'crowp001', 'kellc002', 'hoern001', 'swand001', 'shawm002', 'buscm003']"
CHC,2025-07-26,"{'buscm003': [0.2786377708978328, 0.5294117647058824, 0.3651226158038147, 20.0, 0.3713896457765672, 0.23160762942779292, 0.09809264305177112, 0.7683923705722071, 0.4267241379310345, 0.47413793103448276], 'crowp001': [0.2676767676767677, 0.5555555555555556, 0.3062200956937799, 27.0, 0.3617224880382779, 0.23684210526315788, 0.045454545454545456, 0.7631578947368421, 0.3698630136986301, 0.4383561643835616], 'happi001': [0.22371967654986524, 0.3719676549865229, 0.323943661971831, 13.0, 0.3126760563380285, 0.22300469483568075, 0.1267605633802817, 0.7769953051643192, 0.34686346863468637, 0.4059040590405904], 'hoern001': [0.28421052631578947, 0.37105263157894736, 0.3316953316953317, 3.0, 0.30589680589680635, 0.07371007371007371, 0.051597051597051594, 0.9262899262899262, 0.3520710059171598, 0.2869822485207101], 'kellc002': [0.2764976958525346, 0.5207373271889401, 0.3745019920318725, 13.0, 0.3860557768924305, 0.1553784860557769, 0.13147410358565736, 0.8446215139442231, 0.3850574712643678, 0.4482758620689655], 'shawm002': [0.2236842105263158, 0.34210526315789475, 0.2948207171314741, 5.0, 0.2824701195219123, 0.18326693227091634, 0.08366533864541832, 0.8167330677290837, 0.3563218390804598, 0.28735632183908044], 'suzus001': [0.25380710659898476, 0.5279187817258884, 0.3146853146853147, 26.0, 0.3608391608391611, 0.26573426573426573, 0.08158508158508158, 0.7342657342657343, 0.45985401459854014, 0.5], 'swand001': [0.25255102040816324, 0.41836734693877553, 0.30403800475059384, 16.0, 0.31733966745843284, 0.27315914489311166, 0.0688836104513064, 0.7268408551068883, 0.40370370370370373, 0.4962962962962963], 'tuckk001': [0.2682291666666667, 0.4791666666666667, 0.3685393258426966, 18.0, 0.36898876404494413, 0.1393258426966292, 0.13258426966292136, 0.8606741573033708, 0.39228295819935693, 0.42443729903536975]}","['tuckk001', 'buscm003', 'kellc002', 'happi001', 'crowp001', 'hoern001', 'suzus001', 'swand001', 'shawm002']"
CHC,2025-07-27,"{'buscm003': [0.2774390243902439, 0.524390243902439, 0.3629032258064516, 20.0, 0.3688172043010757, 0.23387096774193547, 0.0967741935483871, 0.7661290322580645, 0.425531914893617, 0.4723404255319149], 'crowp001': [0.26683291770573564, 0.5536159600997507, 0.3049645390070922, 27.0, 0.36052009456264816, 0.23877068557919623, 0.04491725768321513, 0.7612293144208038, 0.3694915254237288, 0.43728813559322033], 'happi001': [0.22727272727272727, 0.38235294117647056, 0.32790697674418606, 14.0, 0.3181395348837212, 0.22325581395348837, 0.12790697674418605, 0.7767441860465116, 0.3443223443223443, 0.41025641025641024], 'hoern001': [0.2845953002610966, 0.370757180156658, 0.3333333333333333, 3.0, 0.30681265206812697, 0.072992700729927, 0.0535279805352798, 0.927007299270073, 0.3489736070381232, 0.2873900293255132], 'kellc002': [0.27601809954751133, 0.5158371040723982, 0.375, 13.0, 0.3820312500000002, 0.15625, 0.12890625, 0.84375, 0.3898305084745763, 0.4463276836158192], 'shawm002': [0.22510822510822512, 0.354978354978355, 0.2980392156862745, 6.0, 0.2886274509803921, 0.1803921568627451, 0.08627450980392157, 0.8196078431372549, 0.3615819209039548, 0.288135593220339], 'suzus001': [0.2531328320802005, 0.5238095238095238, 0.31336405529953915, 26.0, 0.3587557603686639, 0.2672811059907834, 0.08064516129032258, 0.7327188940092166, 0.4657039711191336, 0.5018050541516246], 'swand001': [0.25252525252525254, 0.4166666666666667, 0.3035294117647059, 16.0, 0.31647058823529467, 0.2752941176470588, 0.06823529411764706, 0.7247058823529412, 0.40441176470588236, 0.49264705882352944], 'tuckk001': [0.26735218508997427, 0.4755784061696658, 0.36666666666666664, 18.0, 0.3668888888888892, 0.14, 0.13111111111111112, 0.86, 0.39365079365079364, 0.4253968253968254]}","['buscm003', 'tuckk001', 'kellc002', 'crowp001', 'happi001', 'hoern001', 'suzus001', 'swand001', 'shawm002']"
