date,vis_team,home_team,away_lineup,home_lineup
2025-05-15,HOU,TEX,"['penaj004', 'altuj001', 'parei001', 'walkc002', 'diazy004', 'carav001', 'dezez001', 'meyej002', 'dubom001']","['smitj007', 'langw001', 'pedej001', 'garca005', 'semim001', 'jungj001', 'carte001', 'burgj001', 'heimj001']"
2025-05-15,TBA,TOR,"['lowej002', 'loweb001', 'camij001', 'aranj001', 'misnk001', 'cabaj001', 'wallt003', 'simpc001', 'jansd001']","['bichb001', 'guerv002', 'santa003', 'sprig001', 'kirka001', 'barga001', 'cleme002', 'stram002', 'luken001']"
2025-05-16,COL,ARI,"['beckj003', 'tovae001', 'goodh001', 'mcmar001', 'doylb001', 'toglm001', 'monim001', 'amada001', 'stalj001']","['martk001', 'carrc005', 'gurrl001', 'suare001', 'naylj001', 'gricr001', 'moreg001', 'tawat001', 'perdg001']"
2025-05-16,CHA,CHN,"['meidc001', 'thaim001', 'robel002', 'vargm001', 'palaj001', 'vauga001', 'quere001', 'rojaj001', 'baldb001']","['crowp001', 'tuckk001', 'suzus001', 'buscm003', 'kellc002', 'swand001', 'ballm001', 'hoern001', 'bertj001']"
2025-05-16,CLE,CIN,"['kwans001', 'jonen002', 'ramij003', 'manzk001', 'santc002', 'schnd002', 'ariag002', 'naylb001', 'brenw002']","['friet001', 'espis001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'mclam001']"
2025-05-16,ANA,LAN,"['netoz001', 'schan001', 'moncy001', 'wardt002', 'solej001', 'ohopl001', 'rengl001', 'lugom001', 'andet001']","['ohtas001', 'bettm001', 'freef001', 'smitw003', 'muncm001', 'pagea001', 'confm001', 'outmj002', 'kim-h003']"
2025-05-16,TBA,MIA,"['diazy001', 'lowej002', 'loweb001', 'camij001', 'aranj001', 'misnk001', 'cabaj001', 'rortb001', 'simpc001']","['sancj003', 'ramia004', 'norbc001', 'stowk001', 'wagae001', 'simor002', 'paulg001', 'hilld002', 'sanoj001']"
2025-05-16,MIN,MIL,"['larnt001', 'jeffr002', 'lee-b002', 'frant002', 'castw003', 'clemk001', 'lewir003', 'keird001', 'vazqc001']","['turab002', 'contw002', 'yelic001', 'hoskr001', 'frels001', 'chouj001', 'bauej001', 'durbc002', 'ortij005']"
2025-05-16,PIT,PHI,"['kinei001', 'mccua001', 'bartj003', 'hayek001', 'canaa001', 'solan001', 'phamt001', 'gorsm001', 'trioj001']","['turnt001', 'harpb003', 'schwk001', 'castn001', 'realj001', 'bohma001', 'sosae001', 'wilsw002', 'rojaj003']"
2025-05-16,SEA,SDN,"['crawj002', 'polaj001', 'rodrj007', 'ralec001', 'arozr001', 'tellr001', 'tavel001', 'mastm001', 'willb004']","['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'sheeg001', 'cronj001', 'diaze005', 'lockb001']"
2025-05-16,ATH,SFN,"['wilsj006', 'sodet001', 'rookb001', 'langs001', 'butll001', 'andum001', 'bledj001', 'kurtn001', 'urial001']","['ramoh002', 'florw001', 'lee-j001', 'chapm001', 'adamw002', 'yastm001', 'villd001', 'bailp001', 'fitzt001']"
2025-05-16,WAS,BAL,"['abrac001', 'calla002', 'woodj004', 'ruizk001', 'lowen001', 'crewd001', 'tenaj001', 'younj004', 'nunen001']","['hendg002', 'mounr001', 'rutsa001', 'laurr001', 'ohear001', 'uriar001', 'hollj003', 'mullc002', 'matej003']"
2025-05-16,ATL,BOS,"['white006', 'rilea001', 'ozunm001', 'olsom001', 'murps001', 'albio001', 'harrm004', 'fairs001', 'allen002']","['duraj001', 'dever001', 'brega001', 'refsr001', 'campk002', 'stort001', 'sogan001', 'narvc002', 'rafac001']"
2025-05-16,SLN,KCA,"['nootl001', 'winnm001', 'donob001', 'arenn001', 'contw001', 'herri001', 'pagep001', 'walkj003', 'scotv001']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'garcm003', 'massm001', 'biggc002', 'wated001', 'isbek001']"
2025-05-16,NYN,NYA,"['lindf001', 'sotoj001', 'alonp001', 'vienm001', 'nimmb001', 'marts002', 'alvaf001', 'acunl001', 'taylt002']","['grist001', 'judga001', 'bellc002', 'goldp001', 'domij003', 'volpa001', 'wella002', 'perao002', 'vivaj001']"
2025-05-16,HOU,TEX,"['penaj004', 'altuj001', 'parei001', 'walkc002', 'carav001', 'diazy004', 'meyej002', 'dezez001', 'smitc010']","['smitj007', 'langw001', 'pedej001', 'garca005', 'semim001', 'jungj001', 'carte001', 'burgj001', 'heimj001']"
2025-05-16,DET,TOR,"['carpk001', 'torrg001', 'keitc001', 'greer003', 'torks001', 'mckiz001', 'dingd001', 'sweet001', 'baezj001']","['bichb001', 'guerv002', 'varsd001', 'sprig001', 'kirka001', 'barga001', 'luken001', 'stefm001', 'clasj001']"
2025-05-17,COL,ARI,"['beckj003', 'tovae001', 'goodh001', 'mcmar001', 'farmk001', 'monim001', 'freet001', 'martn003', 'amada001']","['carrc005', 'martk001', 'gurrl001', 'smitp002', 'suare001', 'moreg001', 'thoma004', 'lawlj001', 'perdg001']"
2025-05-17,CHA,CHN,"['meidc001', 'vargm001', 'quere001', 'robel002', 'vauga001', 'sosal001', 'elkot001', 'palaj001', 'taylm002']","['crowp001', 'tuckk001', 'suzus001', 'buscm003', 'swand001', 'ballm001', 'hoern001', 'amaym001', 'brujv001']"
2025-05-17,CLE,CIN,"['kwans001', 'ramij003', 'manzk001', 'santc002', 'ariag002', 'schnd002', 'marta008', 'naylb001', 'jonen002']","['friet001', 'espis001', 'delae003', 'haysa001', 'stees001', 'bensw001', 'mclam001', 'trevj001', 'hindr001']"
2025-05-17,ANA,LAN,"['netoz001', 'schan001', 'wardt002', 'solej001', 'ohopl001', 'rengl001', 'lugom001', 'adelj001', 'newmk001']","['ohtas001', 'bettm001', 'freef001', 'pagea001', 'muncm001', 'herne001', 'confm001', 'rushd001', 'rojam002']"
2025-05-17,TBA,MIA,"['lowej002', 'loweb001', 'diazy001', 'aranj001', 'misnk001', 'cabaj001', 'wallt003', 'jansd001', 'simpc001']","['sancj003', 'hickl001', 'norbc001', 'stowk001', 'wagae001', 'simor002', 'mervm001', 'fortn001', 'sanoj001']"
2025-05-17,MIN,MIL,"['larnt001', 'jeffr002', 'lee-b002', 'frant002', 'clemk001', 'lewir003', 'badeh001', 'keird001', 'vazqc001']","['turab002', 'chouj001', 'yelic001', 'contw002', 'frels001', 'hoskr001', 'bauej001', 'durbc002', 'ortij005']"
2025-05-17,PIT,PHI,"['cruzo001', 'mccua001', 'reynb001', 'bartj003', 'horws001', 'solan001', 'hayek001', 'fraza001', 'kinei001']","['stotb001', 'turnt001', 'harpb003', 'schwk001', 'castn001', 'keplm001', 'realj001', 'bohma001', 'marsb002']"
2025-05-17,SEA,SDN,"['crawj002', 'polaj001', 'rodrj007', 'ralec001', 'arozr001', 'tellr001', 'moord002', 'mastm001', 'willb004']","['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'sheeg001', 'cronj001', 'diaze005', 'heywj001']"
2025-05-17,ATH,SFN,"['wilsj006', 'rookb001', 'sodet001', 'langs001', 'andum001', 'butll001', 'urial001', 'bledj001', 'kurtn001']","['yastm001', 'florw001', 'lee-j001', 'ramoh002', 'chapm001', 'adamw002', 'wadel001', 'bailp001', 'fitzt001']"
2025-05-17,WAS,BAL,"['abrac001', 'woodj004', 'lowen001', 'ruizk001', 'garcl006', 'bellj005', 'crewd001', 'tenaj001', 'younj004']","['hollj003', 'ohear001', 'hendg002', 'rutsa001', 'mullc002', 'uriar001', 'kjerh001', 'laurr001', 'handm001']"
2025-05-17,ATL,BOS,"['verda001', 'rilea001', 'olsom001', 'ozunm001', 'baldd001', 'albio001', 'harrm004', 'white006', 'allen002']","['duraj001', 'dever001', 'brega001', 'campk002', 'abrew002', 'stort001', 'toroa001', 'narvc002', 'rafac001']"
2025-05-17,SLN,KCA,"['nootl001', 'winnm001', 'donob001', 'arenn001', 'contw001', 'herri001', 'pagep001', 'walkj003', 'scotv001']","['indij001', 'wittb002', 'pasqv001', 'peres002', 'garcm003', 'massm001', 'biggc002', 'wated001', 'isbek001']"
2025-05-17,NYN,NYA,"['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'mcnej002', 'torrl001', 'batyb001', 'taylt002']","['riceb001', 'judga001', 'bellc002', 'goldp001', 'domij003', 'volpa001', 'escaj001', 'lemad001', 'vivaj001']"
2025-05-17,HOU,TEX,"['penaj004', 'altuj001', 'parei001', 'walkc002', 'carav001', 'diazy004', 'meyej002', 'rodgb002', 'smitc010']","['smitj007', 'langw001', 'jungj001', 'garca005', 'semim001', 'pedej001', 'burgj001', 'higak001', 'haggs001']"
2025-05-17,DET,TOR,"['mallj001', 'torrg001', 'greer003', 'ibana001', 'torks001', 'keitc001', 'baezj001', 'nidot001', 'mckiz001']","['bichb001', 'guerv002', 'varsd001', 'sprig001', 'barga001', 'cleme002', 'luken001', 'heint001', 'stefm001']"
2025-05-18,COL,ARI,"['beckj003', 'farmk001', 'goodh001', 'mcmar001', 'doylb001', 'toglm001', 'monim001', 'martn003', 'amada001']","['carrc005', 'martk001', 'gurrl001', 'naylj001', 'suare001', 'smitp002', 'perdg001', 'thoma004', 'herrj003']"
2025-05-18,CHA,CHN,"['meidc001', 'vargm001', 'palaj001', 'robel002', 'rojaj001', 'quere001', 'elkot001', 'baldb001', 'taylm002']","['crowp001', 'tuckk001', 'suzus001', 'buscm003', 'kellc002', 'swand001', 'ballm001', 'hoern001', 'brujv001']"
2025-05-18,CLE,CIN,"['kwans001', 'ramij003', 'santc002', 'ariag002', 'noelj001', 'marta008', 'wilsw003', 'schnd002', 'hedga001']","['friet001', 'espis001', 'delae003', 'haysa001', 'lux-g001', 'stept001', 'bensw001', 'mclam001', 'joe-c001']"
2025-05-18,ANA,LAN,"['netoz001', 'schan001', 'moncy001', 'wardt002', 'solej001', 'darnt001', 'lugom001', 'rengl001', 'parik002']","['ohtas001', 'bettm001', 'smitw003', 'freef001', 'pagea001', 'edmat001', 'herne001', 'confm001', 'rojam002']"
2025-05-18,TBA,MIA,"['diazy001', 'lowej002', 'loweb001', 'camij001', 'aranj001', 'morec001', 'misnk001', 'wallt003', 'rortb001']","['sancj003', 'ramia004', 'norbc001', 'stowk001', 'mervm001', 'wagae001', 'lopeo001', 'hickl001', 'sanoj001']"
2025-05-18,MIN,MIL,"['larnt001', 'jeffr002', 'lee-b002', 'frant002', 'clemk001', 'lewir003', 'badeh001', 'keird001', 'vazqc001']","['turab002', 'chouj001', 'contw002', 'yelic001', 'hoskr001', 'colli001', 'frels001', 'durbc002', 'ortij005']"
2025-05-18,PIT,PHI,"['cruzo001', 'mccua001', 'reynb001', 'horws001', 'hayek001', 'canaa001', 'fraza001', 'kinei001', 'davih001']","['stotb001', 'turnt001', 'harpb003', 'schwk001', 'castn001', 'keplm001', 'bohma001', 'marsb002', 'marcr001']"
2025-05-18,SEA,SDN,"['crawj002', 'ralec001', 'rodrj007', 'arozr001', 'tellr001', 'garvm001', 'tavel001', 'mastm001', 'rival002']","['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'sheeg001', 'cronj001', 'iglej001', 'diaze005']"
2025-05-18,ATH,SFN,"['butll001', 'wilsj006', 'sodet001', 'rookb001', 'langs001', 'kurtn001', 'urial001', 'schum002', 'perej004']","['ramoh002', 'florw001', 'lee-j001', 'chapm001', 'adamw002', 'matol002', 'huffs001', 'villd001', 'kossc001']"
2025-05-18,WAS,BAL,"['abrac001', 'woodj004', 'lowen001', 'ruizk001', 'garcl006', 'bellj005', 'calla002', 'tenaj001', 'crewd001']","['hollj003', 'mounr001', 'hendg002', 'rutsa001', 'ohear001', 'laurr001', 'mullc002', 'kjerh001', 'rivee001']"
2025-05-18,ATL,BOS,"['verda001', 'rilea001', 'olsom001', 'ozunm001', 'baldd001', 'albio001', 'harrm004', 'white006', 'allen002']","['duraj001', 'dever001', 'brega001', 'abrew002', 'stort001', 'toroa001', 'wongc001', 'hamid002', 'rafac001']"
2025-05-18,SLN,KCA,"['nootl001', 'winnm001', 'donob001', 'arenn001', 'contw001', 'herri001', 'burla001', 'pozoy001', 'scotv001']","['garcm003', 'wittb002', 'peres002', 'canhm001', 'pasqv001', 'renfh001', 'fermf002', 'massm001', 'bland001']"
2025-05-18,NYN,NYA,"['lindf001', 'sotoj001', 'alonp001', 'vienm001', 'nimmb001', 'marts002', 'alvaf001', 'mcnej002', 'acunl001']","['goldp001', 'grist001', 'judga001', 'bellc002', 'volpa001', 'domij003', 'lemad001', 'wella002', 'perao002']"
2025-05-18,HOU,TEX,"['parei001', 'altuj001', 'walkc002', 'diazy004', 'dezez001', 'meyej002', 'smitc010', 'rodgb002', 'dubom001']","['haggs001', 'langw001', 'jungj001', 'garca005', 'semim001', 'heimj001', 'burgj001', 'pillk001', 'durae002']"
2025-05-18,DET,TOR,"['carpk001', 'torrg001', 'mckiz001', 'greer003', 'torks001', 'sweet001', 'dingd001', 'badda001', 'baezj001']","['bichb001', 'guerv002', 'varsd001', 'kirka001', 'santa003', 'barga001', 'cleme002', 'luken001', 'clasj001']"
2025-05-19,PHI,COL,"['turnt001', 'harpb003', 'schwk001', 'castn001', 'realj001', 'bohma001', 'sosae001', 'wilsw002', 'rojaj003']","['beckj003', 'tovae001', 'goodh001', 'toglm001', 'doylb001', 'mcmar001', 'freet001', 'amada001', 'stalj001']"
2025-05-19,ARI,LAN,"['martk001', 'carrc005', 'gurrl001', 'suare001', 'naylj001', 'moreg001', 'tawat001', 'smitp002', 'perdg001']","['ohtas001', 'bettm001', 'freef001', 'smitw003', 'hernt002', 'muncm001', 'confm001', 'edmat001', 'kim-h003']"
2025-05-19,CHN,MIA,"['crowp001', 'tuckk001', 'suzus001', 'buscm003', 'swand001', 'hoern001', 'ballm001', 'amaym001', 'shawm002']","['sancj003', 'ramia004', 'lopeo001', 'stowk001', 'wagae001', 'norbc001', 'hickl001', 'hilld002', 'sanoj001']"
2025-05-19,BAL,MIL,"['hollj003', 'mounr001', 'hendg002', 'laurr001', 'ohear001', 'uriar001', 'mullc002', 'carld002', 'handm001']","['turab002', 'contw002', 'chouj001', 'yelic001', 'hoskr001', 'colli001', 'frels001', 'monaa001', 'durbc002']"
2025-05-19,CIN,PIT,"['friet001', 'espis001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'bensw001', 'stept001', 'mclam001']","['hayek001', 'mccua001', 'reynb001', 'bartj003', 'canaa001', 'solan001', 'phamt001', 'kinei001', 'trioj001']"
2025-05-19,KCA,SFN,"['indij001', 'wittb002', 'pasqv001', 'peres002', 'garcm003', 'canhm001', 'massm001', 'renfh001', 'isbek001']","['ramoh002', 'florw001', 'lee-j001', 'chapm001', 'adamw002', 'schmc003', 'fitzt001', 'matol002', 'huffs001']"
2025-05-19,DET,SLN,"['carpk001', 'torrg001', 'keitc001', 'greer003', 'torks001', 'mckiz001', 'sweet001', 'dingd001', 'badda001']","['nootl001', 'winnm001', 'donob001', 'contw001', 'herri001', 'arenn001', 'burla001', 'pagep001', 'scotv001']"
2025-05-19,ANA,ATH,"['netoz001', 'schan001', 'moncy001', 'wardt002', 'solej001', 'ohopl001', 'lugom001', 'rengl001', 'adelj001']","['butll001', 'wilsj006', 'sodet001', 'rookb001', 'langs001', 'kurtn001', 'urial001', 'bledj001', 'urshg001']"
2025-05-19,NYN,BOS,"['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'batyb001', 'alvaf001', 'mcnej002', 'taylt002']","['duraj001', 'dever001', 'brega001', 'abrew002', 'stort001', 'sogan001', 'hamid002', 'narvc002', 'rafac001']"
2025-05-19,SEA,CHA,"['crawj002', 'polaj001', 'rodrj007', 'ralec001', 'arozr001', 'tellr001', 'tavel001', 'moord002', 'willb004']","['meidc001', 'thaim001', 'vargm001', 'robel002', 'palaj001', 'vauga001', 'slata001', 'rojaj001', 'elkot001']"
2025-05-19,CLE,MIN,"['kwans001', 'marta008', 'ramij003', 'manzk001', 'santc002', 'jonen002', 'ariag002', 'naylb001', 'brenw002']","['jeffr002', 'lee-b002', 'lewir003', 'frant002', 'larnt001', 'bridj001', 'mccuc001', 'badeh001', 'castw003']"
2025-05-19,HOU,TBA,"['penaj004', 'parei001', 'altuj001', 'walkc002', 'diazy004', 'carav001', 'meyej002', 'smitc010', 'mccoc001']","['diazy001', 'cabaj001', 'morec001', 'camij001', 'loweb001', 'jansd001', 'meadc001', 'wallt003', 'misnk001']"
2025-05-20,PHI,COL,"['stotb001', 'turnt001', 'harpb003', 'schwk001', 'castn001', 'keplm001', 'realj001', 'bohma001', 'marsb002']","['beckj003', 'tovae001', 'goodh001', 'toglm001', 'doylb001', 'farmk001', 'freet001', 'amada001', 'schua002']"
2025-05-20,ARI,LAN,"['carrc005', 'martk001', 'gurrl001', 'naylj001', 'moreg001', 'smitp002', 'perdg001', 'thoma004', 'lawlj001']","['ohtas001', 'bettm001', 'freef001', 'smitw003', 'muncm001', 'pagea001', 'confm001', 'herne001', 'kim-h003']"
2025-05-20,CHN,MIA,"['happi001', 'suzus001', 'tuckk001', 'kellc002', 'swand001', 'crowp001', 'hoern001', 'turnj001', 'shawm002']","['sancj003', 'ramia004', 'mervm001', 'stowk001', 'wagae001', 'simor002', 'paulg001', 'fortn001', 'sanoj001']"
2025-05-20,BAL,MIL,"['hollj003', 'rutsa001', 'hendg002', 'laurr001', 'ohear001', 'mounr001', 'mullc002', 'kjerh001', 'uriar001']","['turab002', 'chouj001', 'contw002', 'yelic001', 'hoskr001', 'colli001', 'frels001', 'durbc002', 'ortij005']"
2025-05-20,CIN,PIT,"['friet001', 'espis001', 'delae003', 'haysa001', 'stees001', 'stept001', 'trevj001', 'mclam001', 'joe-c001']","['cruzo001', 'mccua001', 'reynb001', 'bartj003', 'horws001', 'canaa001', 'hayek001', 'fraza001', 'trioj001']"
2025-05-20,KCA,SFN,"['indij001', 'wittb002', 'pasqv001', 'peres002', 'garcm003', 'biggc002', 'massm001', 'wated001', 'isbek001']","['yastm001', 'florw001', 'lee-j001', 'ramoh002', 'adamw002', 'wadel001', 'schmc003', 'bailp001', 'fitzt001']"
2025-05-20,DET,SLN,"['carpk001', 'torrg001', 'mckiz001', 'greer003', 'torks001', 'sweet001', 'baezj001', 'badda001', 'rogej004']","['nootl001', 'winnm001', 'donob001', 'contw001', 'herri001', 'arenn001', 'walkj003', 'pagep001', 'scotv001']"
2025-05-20,ATL,WAS,"['verda001', 'rilea001', 'ozunm001', 'olsom001', 'murps001', 'albio001', 'white006', 'harrm004', 'allen002']","['abrac001', 'woodj004', 'lowen001', 'ruizk001', 'garcl006', 'bellj005', 'calla002', 'tenaj001', 'crewd001']"
2025-05-20,ANA,ATH,"['netoz001', 'schan001', 'moncy001', 'wardt002', 'ohopl001', 'darnt001', 'adelj001', 'rengl001', 'parik002']","['butll001', 'wilsj006', 'sodet001', 'rookb001', 'langs001', 'andum001', 'kurtn001', 'urial001', 'bledj001']"
2025-05-20,NYN,BOS,"['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'mcnej002', 'alvaf001', 'batyb001', 'taylt002']","['duraj001', 'dever001', 'brega001', 'abrew002', 'campk002', 'sogan001', 'stort001', 'hamid002', 'narvc002']"
2025-05-20,SEA,CHA,"['crawj002', 'polaj001', 'rodrj007', 'ralec001', 'arozr001', 'tellr001', 'tavel001', 'moord002', 'willb004']","['meidc001', 'rojaj001', 'palaj001', 'vargm001', 'robel002', 'quere001', 'vauga001', 'sosal001', 'elkot001']"
2025-05-20,TEX,NYA,"['smitj007', 'langw001', 'jungj001', 'garca005', 'semim001', 'pedej001', 'burgj001', 'heimj001', 'haggs001']","['goldp001', 'grist001', 'judga001', 'bellc002', 'volpa001', 'riceb001', 'lemad001', 'wella002', 'perao002']"
2025-05-20,HOU,TBA,"['penaj004', 'parei001', 'altuj001', 'walkc002', 'carav001', 'meyej002', 'dezez001', 'smitc010', 'mccoc001']","['diazy001', 'cabaj001', 'aranj001', 'camij001', 'morec001', 'jansd001', 'lowej002', 'wallt003', 'meadc001']"
2025-05-20,SDN,TOR,"['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'sheeg001', 'cronj001', 'heywj001', 'maldm001']","['bichb001', 'guerv002', 'varsd001', 'sprig001', 'kirka001', 'santa003', 'barga001', 'cleme002', 'luken001']"
2025-05-21,PHI,COL,"['turnt001', 'harpb003', 'schwk001', 'castn001', 'realj001', 'bohma001', 'sosae001', 'wilsw002', 'rojaj003']","['beckj003', 'tovae001', 'goodh001', 'mcmar001', 'doylb001', 'monim001', 'farmk001', 'martn003', 'amada001']"
2025-05-21,ARI,LAN,"['carrc005', 'martk001', 'moreg001', 'naylj001', 'suare001', 'smitp002', 'perdg001', 'thoma004', 'tawat001']","['ohtas001', 'bettm001', 'freef001', 'hernt002', 'pagea001', 'muncm001', 'edmat001', 'rushd001', 'rojam002']"
2025-05-21,CHN,MIA,"['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'swand001', 'hoern001', 'amaym001', 'shawm002']","['sancj003', 'ramia004', 'wagae001', 'stowk001', 'lopeo001', 'norbc001', 'mervm001', 'paulg001', 'hilld002']"
2025-05-21,BAL,MIL,"['hollj003', 'rutsa001', 'hendg002', 'mounr001', 'ohear001', 'mullc002', 'rivee001', 'kjerh001', 'carld002']","['turab002', 'chouj001', 'yelic001', 'hoskr001', 'frels001', 'haase001', 'bauej001', 'durbc002', 'ortij005']"
2025-05-21,CIN,PIT,"['friet001', 'espis001', 'delae003', 'haysa001', 'stees001', 'stept001', 'joe-c001', 'mclam001', 'hindr001']","['cruzo001', 'kinei001', 'reynb001', 'horws001', 'canaa001', 'hayek001', 'fraza001', 'phamt001', 'davih001']"
2025-05-21,KCA,SFN,"['garcm003', 'wittb002', 'pasqv001', 'peres002', 'canhm001', 'wated001', 'fermf002', 'massm001', 'isbek001']","['ramoh002', 'chapm001', 'lee-j001', 'florw001', 'adamw002', 'yastm001', 'fitzt001', 'bailp001', 'wadel001']"
2025-05-21,DET,SLN,"['carpk001', 'mallj001', 'mckiz001', 'greer003', 'torks001', 'keitc001', 'dingd001', 'sweet001', 'baezj001']","['winnm001', 'donob001', 'contw001', 'herri001', 'burla001', 'arenn001', 'gormn001', 'walkj003', 'scotv001']"
2025-05-21,ANA,ATH,"['netoz001', 'rengl001', 'wardt002', 'solej001', 'ohopl001', 'adelj001', 'lugom001', 'newmk001', 'andet001']","['butll001', 'langs001', 'sodet001', 'rookb001', 'andum001', 'kurtn001', 'urial001', 'brows003', 'schum002']"
2025-05-21,NYN,BOS,"['lindf001', 'marts002', 'sotoj001', 'alonp001', 'vienm001', 'torrl001', 'taylt002', 'acunl001', 'batyb001']","['duraj001', 'dever001', 'brega001', 'abrew002', 'campk002', 'sogan001', 'stort001', 'narvc002', 'rafac001']"
2025-05-21,SEA,CHA,"['crawj002', 'polaj001', 'rodrj007', 'ralec001', 'arozr001', 'tellr001', 'tavel001', 'moord002', 'willb004']","['meidc001', 'vargm001', 'thaim001', 'robel002', 'sosal001', 'palaj001', 'vauga001', 'elkot001', 'rojaj001']"
2025-05-21,CLE,MIN,"['kwans001', 'marta008', 'ramij003', 'manzk001', 'santc002', 'schnd002', 'ariag002', 'jonen002', 'hedga001']","['jeffr002', 'lee-b002', 'lewir003', 'clemk001', 'bridj001', 'badeh001', 'castw003', 'keird001', 'vazqc001']"
2025-05-21,TEX,NYA,"['haggs001', 'langw001', 'jungj001', 'garca005', 'semim001', 'heimj001', 'burgj001', 'higak001', 'smitj007']","['grist001', 'riceb001', 'judga001', 'bellc002', 'domij003', 'volpa001', 'wella002', 'lemad001', 'vivaj001']"
2025-05-21,HOU,TBA,"['penaj004', 'parei001', 'altuj001', 'diazy004', 'walkc002', 'meyej002', 'smitc010', 'rodgb002', 'dubom001']","['diazy001', 'lowej002', 'loweb001', 'aranj001', 'cabaj001', 'simpc001', 'misnk001', 'meadc001', 'rortb001']"
2025-05-21,SDN,TOR,"['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'sheeg001', 'cronj001', 'heywj001', 'maldm001']","['bichb001', 'guerv002', 'varsd001', 'sprig001', 'kirka001', 'santa003', 'barga001', 'cleme002', 'luken001']"
2025-05-22,PHI,COL,"['stotb001', 'turnt001', 'harpb003', 'schwk001', 'castn001', 'keplm001', 'bohma001', 'marsb002', 'marcr001']","['beckj003', 'tovae001', 'goodh001', 'mcmar001', 'doylb001', 'freet001', 'farmk001', 'schua002', 'stalj001']"
2025-05-22,MIL,PIT,"['turab002', 'chouj001', 'contw002', 'yelic001', 'hoskr001', 'colli001', 'frels001', 'durbc002', 'ortij005']","['cruzo001', 'mccua001', 'reynb001', 'bartj003', 'horws001', 'hayek001', 'fraza001', 'phamt001', 'kinei001']"
2025-05-22,ATL,WAS,"['verda001', 'rilea001', 'olsom001', 'ozunm001', 'baldd001', 'albio001', 'white006', 'harrm004', 'allen002']","['abrac001', 'woodj004', 'lowen001', 'ruizk001', 'garcl006', 'bellj005', 'hassr002', 'calla002', 'tenaj001']"
2025-05-22,ANA,ATH,"['netoz001', 'schan001', 'wardt002', 'solej001', 'ohopl001', 'adelj001', 'andet001', 'newmk001', 'parik002']","['schum002', 'wilsj006', 'sodet001', 'rookb001', 'andum001', 'kurtn001', 'urshg001', 'bledj001', 'perej004']"
2025-05-22,CLE,DET,"['kwans001', 'thoml002', 'ramij003', 'manzk001', 'santc002', 'schnd002', 'naylb001', 'marta008', 'jonen002']","['carpk001', 'torrg001', 'mckiz001', 'greer003', 'torks001', 'keitc001', 'dingd001', 'sweet001', 'baezj001']"
2025-05-22,SEA,HOU,"['crawj002', 'polaj001', 'ralec001', 'arozr001', 'tellr001', 'tavel001', 'moord002', 'mastm001', 'willb004']","['penaj004', 'parei001', 'altuj001', 'diazy004', 'walkc002', 'carav001', 'meyej002', 'smitc010', 'dubom001']"
2025-05-22,TEX,NYA,"['haggs001', 'langw001', 'jungj001', 'burgj001', 'semim001', 'heimj001', 'garca005', 'higak001', 'durae002']","['grist001', 'judga001', 'bellc002', 'goldp001', 'domij003', 'volpa001', 'escaj001', 'vivaj001', 'perao002']"
2025-05-22,SDN,TOR,"['tatif002', 'arral001', 'machm001', 'merrj002', 'sheeg001', 'cronj001', 'diaze005', 'iglej001', 'lockb001']","['bichb001', 'guerv002', 'varsd001', 'barga001', 'cleme002', 'luken001', 'clasj001', 'stram002', 'heint001']"
2025-05-23,SDN,ATL,"['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'sheeg001', 'iglej001', 'diaze005', 'lockb001']","['acunr001', 'rilea001', 'olsom001', 'ozunm001', 'verda001', 'murps001', 'albio001', 'harrm004', 'allen002']"
2025-05-23,CHN,CIN,"['happi001', 'tuckk001', 'suzus001', 'crowp001', 'kellc002', 'buscm003', 'swand001', 'hoern001', 'shawm002']","['friet001', 'espis001', 'delae003', 'haysa001', 'stees001', 'stept001', 'trevj001', 'joe-c001', 'mclam001']"
2025-05-23,NYA,COL,"['grist001', 'judga001', 'riceb001', 'goldp001', 'domij003', 'volpa001', 'wella002', 'lemad001', 'vivaj001']","['beckj003', 'tovae001', 'goodh001', 'mcmar001', 'doylb001', 'monim001', 'farmk001', 'martn003', 'amada001']"
2025-05-23,LAN,NYN,"['ohtas001', 'bettm001', 'freef001', 'smitw003', 'hernt002', 'muncm001', 'pagea001', 'confm001', 'edmat001']","['lindf001', 'marts002', 'sotoj001', 'alonp001', 'nimmb001', 'taylt002', 'alvaf001', 'batyb001', 'acunl001']"
