date,vis_team,home_team,away_lineup,home_lineup
2025-07-03,NYA,TOR,"['grist001', 'riceb001', 'judga001', 'bellc002', 'chisj001', 'domij003', 'volpa001', 'wella002', 'perao002']","['luken001', 'sprig001', 'guerv002', 'barga001', 'kirka001', 'cleme002', 'wagnw001', 'schnd001', 'jimel003']"
2025-07-04,KCA,ARI,"['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'caglj001', 'canhm001', 'fermf002', 'ravej001']","['martk001', 'perdg001', 'gurrl001', 'suare001', 'naylj001', 'gricr001', 'alexb001', 'tawat001', 'herrj003']"
2025-07-04,BAL,ATL,"['hollj003', 'westj002', 'hendg002', 'ohear001', 'laurr001', 'cowsc001', 'sancg002', 'oneit001', 'mullc002']","['acunr001', 'olsom001', 'rilea001', 'profj001', 'ozunm001', 'baldd001', 'albio001', 'harrm004', 'allen002']"
2025-07-04,SLN,CHN,"['donob001', 'winnm001', 'burla001', 'contw001', 'nootl001', 'arenn001', 'gormn001', 'pagep001', 'scotv001']","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'buscm003', 'kellc002', 'hoern001', 'shawm002']"
2025-07-04,CHA,COL,"['taucm001', 'meidc001', 'benia002', 'vargm001', 'baldb001', 'quere001', 'montc004', 'taylm002', 'rojaj001']","['freet001', 'goodh001', 'beckj003', 'estrt001', 'monim001', 'mcmar001', 'toglm001', 'rittr002', 'ferny001']"
2025-07-04,HOU,LAN,"['parei001', 'meyej002', 'altuj001', 'smitc010', 'walkc002', 'carav001', 'diazy004', 'tramt001', 'dubom001']","['ohtas001', 'bettm001', 'freef001', 'smitw003', 'hernt002', 'pagea001', 'confm001', 'edmat001', 'herne001']"
2025-07-04,MIL,MIA,"['frels001', 'contw002', 'yelic001', 'chouj001', 'turab002', 'colli001', 'bauej001', 'durbc002', 'ortij005']","['edwax001', 'sancj003', 'lopeo001', 'ramia004', 'stowk001', 'wagae001', 'norbc001', 'myerd001', 'fortn001']"
2025-07-04,NYA,NYN,"['domij003', 'judga001', 'bellc002', 'stanm004', 'chisj001', 'goldp001', 'escaj001', 'volpa001', 'lemad001']","['nimmb001', 'lindf001', 'sotoj001', 'alonp001', 'mcnej002', 'torrl001', 'batyb001', 'maurr002', 'taylt002']"
2025-07-04,CIN,PHI,"['friet001', 'mclam001', 'delae003', 'haysa001', 'stees001', 'stept001', 'martn004', 'hindr001', 'espis001']","['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'realj001', 'kempo001', 'sosae001', 'rojaj003']"
2025-07-04,TEX,SDN,"['smitj007', 'seagc001', 'semim001', 'garca005', 'carte001', 'heimj001', 'osuna003', 'burgj001', 'higak001']","['tatif002', 'merrj002', 'machm001', 'arral001', 'sheeg001', 'bogax001', 'cronj001', 'broot002', 'maldm001']"
2025-07-04,BOS,WAS,"['duraj001', 'anthr001', 'toroa001', 'narvc002', 'abrew002', 'stort001', 'mayem002', 'rafac001', 'hamid002']","['abrac001', 'woodj004', 'garcl006', 'lowen001', 'bellj005', 'housb001', 'liled001', 'ruizk001', 'younj004']"
2025-07-04,SFN,ATH,"['ramoh002', 'adamw002', 'dever001', 'florw001', 'lee-j001', 'matol002', 'fitzt001', 'bailp001', 'alcas002']","['butll001', 'wilsj006', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'muncm002', 'geloz001', 'clard004']"
2025-07-04,DET,CLE,"['keitc001', 'torrg001', 'perew002', 'greer003', 'torks001', 'mckiz001', 'vierm001', 'meadp001', 'dingd001']","['kwans001', 'manzk001', 'ramij003', 'santc002', 'jonen002', 'thoml002', 'schnd002', 'naylb001', 'marta008']"
2025-07-04,TBA,MIN,"['lowej002', 'diazy001', 'loweb001', 'camij001', 'aranj001', 'mangj001', 'kim-h002', 'simpc001', 'jansd001']","['buxtb001', 'castw003', 'larnt001', 'corrc001', 'jeffr002', 'wallm001', 'lewir003', 'frant002', 'badeh001']"
2025-07-04,PIT,SEA,"['horws001', 'mccua001', 'reynb001', 'gonzn001', 'cruzo001', 'hayek001', 'fraza001', 'bartj003', 'kinei001']","['crawj002', 'rodrj007', 'ralec001', 'arozr001', 'solad001', 'garvm001', 'moord002', 'willb004', 'younc005']"
2025-07-04,ANA,TOR,"['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'ohopl001', 'rengl001', 'campg001', 'stevc002']","['gimea001', 'sprig001', 'bichb001', 'barga001', 'schnd001', 'luken001', 'cleme002', 'wagnw001', 'heint001']"
2025-07-05,KCA,ARI,"['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'caglj001', 'loftn001', 'fermf002', 'isbek001']","['carrc005', 'perdg001', 'smitp002', 'naylj001', 'suare001', 'gurrl001', 'mccaj001', 'thoma004', 'alexb001']"
2025-07-05,BAL,ATL,"['hollj003', 'westj002', 'hendg002', 'laurr001', 'ohear001', 'sancg002', 'cowsc001', 'oneit001', 'mullc002']","['acunr001', 'olsom001', 'rilea001', 'profj001', 'baldd001', 'ozunm001', 'albio001', 'harrm004', 'allen002']"
2025-07-05,SLN,CHN,"['donob001', 'winnm001', 'contw001', 'burla001', 'saggt001', 'nootl001', 'gormn001', 'pagep001', 'scotv001']","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'swand001', 'kellc002', 'buscm003', 'hoern001', 'shawm002']"
2025-07-05,CHA,COL,"['taucm001', 'sosal001', 'teelk001', 'baldb001', 'montc004', 'rojaj001', 'slata001', 'nodar001', 'taylm002']","['freet001', 'goodh001', 'beckj003', 'estrt001', 'monim001', 'mcmar001', 'toglm001', 'arcio002', 'ferny001']"
2025-07-05,HOU,LAN,"['parei001', 'smitc010', 'altuj001', 'walkc002', 'carav001', 'diazy004', 'hummc001', 'dubom001', 'shorz001']","['ohtas001', 'bettm001', 'smitw003', 'freef001', 'hernt002', 'pagea001', 'edmat001', 'herne001', 'rojam002']"
2025-07-05,MIL,MIA,"['frels001', 'contw002', 'yelic001', 'chouj001', 'turab002', 'hoskr001', 'colli001', 'durbc002', 'ortij005']","['edwax001', 'sancj003', 'lopeo001', 'ramia004', 'stowk001', 'wagae001', 'hickl001', 'myerd001', 'sanoj001']"
2025-07-05,NYA,NYN,"['grist001', 'judga001', 'bellc002', 'riceb001', 'chisj001', 'domij003', 'volpa001', 'wella002', 'perao002']","['marts002', 'lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'torrl001', 'mcnej002', 'taylt002']"
2025-07-05,CIN,PHI,"['mclam001', 'espis001', 'delae003', 'haysa001', 'stees001', 'martn004', 'trevj001', 'hindr001', 'bensw001']","['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'realj001', 'kempo001', 'sosae001', 'rojaj003']"
2025-07-05,TEX,SDN,"['smitj007', 'seagc001', 'semim001', 'garca005', 'carte001', 'langw001', 'heimj001', 'burgj001', 'higak001']","['tatif002', 'merrj002', 'machm001', 'arral001', 'bogax001', 'sheeg001', 'iglej001', 'cronj001', 'diaze005']"
2025-07-05,BOS,WAS,"['eaton001', 'gonzr003', 'anthr001', 'refsr001', 'narvc002', 'stort001', 'duraj001', 'toroa001', 'rafac001']","['abrac001', 'woodj004', 'garcl006', 'lowen001', 'bellj005', 'housb001', 'liled001', 'ruizk001', 'younj004']"
2025-07-05,SFN,ATH,"['yastm001', 'ramoh002', 'dever001', 'chapm001', 'lee-j001', 'adamw002', 'smitd008', 'bailp001', 'wiseb001']","['butll001', 'wilsj006', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'muncm002', 'geloz001', 'clard004']"
2025-07-05,DET,CLE,"['vierm001', 'torrg001', 'jonej007', 'greer003', 'torks001', 'perew002', 'baezj001', 'mckiz001', 'rogej004']","['kwans001', 'jonen002', 'ramij003', 'santc002', 'schnd002', 'marta008', 'naylb001', 'rodrj009', 'roccb001']"
2025-07-05,TBA,MIN,"['diazy001', 'loweb001', 'camij001', 'aranj001', 'mangj001', 'lowej002', 'wallt003', 'simpc001', 'jansd001']","['buxtb001', 'castw003', 'larnt001', 'corrc001', 'jeffr002', 'wallm001', 'lewir003', 'clemk001', 'badeh001']"
2025-07-05,PIT,SEA,"['horws001', 'mccua001', 'reynb001', 'gonzn001', 'cruzo001', 'hayek001', 'phamt001', 'bartj003', 'kinei001']","['crawj002', 'rodrj007', 'ralec001', 'arozr001', 'polaj001', 'ralel001', 'canzd001', 'willb004', 'younc005']"
2025-07-05,ANA,TOR,"['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'solej001', 'ohopl001', 'rengl001', 'stevc002']","['luken001', 'sprig001', 'guerv002', 'bichb001', 'barga001', 'kirka001', 'wagnw001', 'cleme002', 'schnd001']"
2025-07-06,KCA,ARI,"['indij001', 'wittb002', 'pasqv001', 'peres002', 'fermf002', 'caglj001', 'loftn001', 'ravej001', 'isbek001']","['carrc005', 'martk001', 'perdg001', 'naylj001', 'suare001', 'mccaj003', 'gricr001', 'thoma004', 'herrj003']"
2025-07-06,BAL,ATL,"['hollj003', 'laurr001', 'hendg002', 'ohear001', 'uriar001', 'cowsc001', 'mullc002', 'mayoc001', 'stalj001']","['profj001', 'olsom001', 'rilea001', 'murps001', 'albio001', 'baldd001', 'white006', 'fairs001', 'allen002']"
2025-07-06,SLN,CHN,"['donob001', 'winnm001', 'contw001', 'burla001', 'pozoy001', 'nootl001', 'saggt001', 'pagep001', 'hampg001']","['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'swand001', 'hoern001', 'mcgur002', 'shawm002']"
2025-07-06,CHA,COL,"['taucm001', 'meidc001', 'benia002', 'vargm001', 'sosal001', 'montc004', 'baldb001', 'quere001', 'nodar001']","['monim001', 'beckj003', 'estrt001', 'toglm001', 'mcmar001', 'farmk001', 'nolaa002', 'ferny001', 'rittr002']"
2025-07-06,HOU,LAN,"['parei001', 'meyej002', 'altuj001', 'smitc010', 'walkc002', 'diazy004', 'hummc001', 'dubom001', 'shorz001']","['ohtas001', 'bettm001', 'freef001', 'pagea001', 'confm001', 'kim-h003', 'rojam002', 'rushd001', 'ruize001']"
2025-07-06,MIL,MIA,"['frels001', 'contw002', 'yelic001', 'chouj001', 'turab002', 'durbc002', 'bauej001', 'monaa001', 'haase001']","['edwax001', 'sancj003', 'lopeo001', 'ramia004', 'stowk001', 'wagae001', 'hernh001', 'norbc001', 'myerd001']"
2025-07-06,NYA,NYN,"['goldp001', 'grist001', 'judga001', 'stanm004', 'bellc002', 'volpa001', 'lemad001', 'wella002', 'perao002']","['marts002', 'lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'taylt002', 'mcnej002', 'sengh001']"
2025-07-06,CIN,PHI,"['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'encac001']","['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'keplm001', 'realj001', 'stotb001', 'marsb002']"
2025-07-06,TEX,SDN,"['smitj007', 'seagc001', 'semim001', 'garca005', 'carte001', 'langw001', 'heimj001', 'burgj001', 'higak001']","['tatif002', 'merrj002', 'machm001', 'arral001', 'sheeg001', 'bogax001', 'cronj001', 'broot002', 'maldm001']"
2025-07-06,BOS,WAS,"['eaton001', 'gonzr003', 'anthr001', 'refsr001', 'stort001', 'duraj001', 'toroa001', 'wongc001', 'rafac001']","['calla002', 'woodj004', 'rosaa003', 'lowen001', 'dejop001', 'bellj005', 'housb001', 'adamr004', 'younj004']"
2025-07-06,SFN,ATH,"['ramoh002', 'dever001', 'florw001', 'chapm001', 'adamw002', 'matol002', 'yastm001', 'fitzt001', 'kniza001']","['butll001', 'wilsj006', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'muncm002', 'geloz001', 'clard004']"
2025-07-06,DET,CLE,"['keitc001', 'vierm001', 'greer003', 'torks001', 'perew002', 'dingd001', 'meadp001', 'baezj001', 'sweet001']","['kwans001', 'fry-d001', 'ramij003', 'santc002', 'marta008', 'rodrj009', 'wilsw003', 'hedga001', 'roccb001']"
2025-07-06,TBA,MIN,"['diazy001', 'loweb001', 'camij001', 'aranj001', 'mangj001', 'lowej002', 'wallt003', 'simpc001', 'thaim001']","['buxtb001', 'castw003', 'larnt001', 'corrc001', 'lee-b002', 'wallm001', 'lewir003', 'clemk001', 'vazqc001']"
2025-07-06,PIT,SEA,"['horws001', 'mccua001', 'reynb001', 'gonzn001', 'cruzo001', 'phamt001', 'trioj001', 'davih001', 'kinei001']","['crawj002', 'rodrj007', 'ralec001', 'polaj001', 'arozr001', 'ralel001', 'garvm001', 'canzd001', 'mastm001']"
2025-07-06,ANA,TOR,"['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'ohopl001', 'rengl001', 'campg001', 'stevc002']","['cleme002', 'sprig001', 'guerv002', 'bichb001', 'kirka001', 'schnd001', 'stram002', 'lopej008', 'jimel003']"
2025-07-07,MIA,CIN,"['edwax001', 'sancj003', 'ramia004', 'hickl001', 'stowk001', 'wagae001', 'norbc001', 'hilld002', 'sanoj001']","['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'martn004']"
2025-07-07,LAN,MIL,"['ohtas001', 'bettm001', 'freef001', 'smitw003', 'pagea001', 'confm001', 'kim-h003', 'rojam002', 'outmj002']","['frels001', 'contw002', 'chouj001', 'yelic001', 'vauga001', 'colli001', 'turab002', 'durbc002', 'monaa001']"
2025-07-07,ARI,SDN,"['carrc005', 'perdg001', 'gurrl001', 'naylj001', 'suare001', 'mccaj003', 'mccaj001', 'thoma004', 'alexb001']","['tatif002', 'merrj002', 'machm001', 'arral001', 'sheeg001', 'bogax001', 'cronj001', 'broot002', 'maldm001']"
2025-07-07,PHI,SFN,"['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'keplm001', 'realj001', 'stotb001', 'marsb002']","['ramoh002', 'dever001', 'adamw002', 'chapm001', 'florw001', 'schmc003', 'lee-j001', 'matol002', 'bailp001']"
2025-07-07,TEX,ANA,"['haggs001', 'seagc001', 'semim001', 'garca005', 'langw001', 'heimj001', 'burgj001', 'durae002', 'helmm001']","['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'solej001', 'rengl001', 'darnt001', 'stevc002']"
2025-07-07,COL,BOS,"['freet001', 'goodh001', 'monim001', 'estrt001', 'toglm001', 'mcmar001', 'doylb001', 'ferny001', 'rittr002']","['eaton001', 'gonzr003', 'anthr001', 'refsr001', 'stort001', 'narvc002', 'abrew002', 'toroa001', 'rafac001']"
2025-07-07,TOR,CHA,"['luken001', 'sprig001', 'guerv002', 'bichb001', 'barga001', 'kirka001', 'wagnw001', 'cleme002', 'lopej008']","['taucm001', 'meidc001', 'benia002', 'vargm001', 'teelk001', 'sosal001', 'montc004', 'baldb001', 'rojaj001']"
2025-07-07,TBA,DET,"['diazy001', 'aranj001', 'camij001', 'lowej002', 'mangj001', 'cabaj001', 'simpc001', 'wallt003', 'jansd001']","['keitc001', 'torrg001', 'mckiz001', 'greer003', 'torks001', 'dingd001', 'meadp001', 'sweet001', 'baezj001']"
2025-07-07,CLE,HOU,"['kwans001', 'fry-d001', 'ramij003', 'santc002', 'jonen002', 'marta008', 'wilsw003', 'naylb001', 'roccb001']","['parei001', 'smitc010', 'altuj001', 'diazy004', 'carav001', 'hummc001', 'tramt001', 'shorz001', 'corok001']"
2025-07-07,PIT,KCA,"['phamt001', 'mccua001', 'reynb001', 'gonzn001', 'hayek001', 'canaa001', 'davih001', 'trioj001', 'kinei001']","['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'caglj001', 'canhm001', 'loftn001', 'isbek001']"
2025-07-08,MIA,CIN,"['edwax001', 'sancj003', 'lopeo001', 'ramia004', 'stowk001', 'norbc001', 'hickl001', 'hernh001', 'myerd001']","['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'bensw001', 'trevj001', 'martn004']"
2025-07-08,LAN,MIL,"['ohtas001', 'bettm001', 'freef001', 'pagea001', 'confm001', 'kim-h003', 'rushd001', 'outmj002', 'rojam002']","['frels001', 'contw002', 'chouj001', 'yelic001', 'vauga001', 'colli001', 'turab002', 'monaa001', 'ortij005']"
2025-07-08,ARI,SDN,"['carrc005', 'martk001', 'perdg001', 'naylj001', 'suare001', 'gurrl001', 'mccaj003', 'gricr001', 'herrj003']","['tatif002', 'arral001', 'machm001', 'sheeg001', 'merrj002', 'bogax001', 'cronj001', 'broot002', 'diaze005']"
2025-07-08,PHI,SFN,"['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'kempo001', 'sosae001', 'marcr001', 'rojaj003']","['ramoh002', 'dever001', 'adamw002', 'chapm001', 'yastm001', 'schmc003', 'lee-j001', 'smitd008', 'bailp001']"
2025-07-08,WAS,SLN,"['abrac001', 'woodj004', 'garcl006', 'lowen001', 'bellj005', 'housb001', 'liled001', 'adamr004', 'younj004']","['donob001', 'winnm001', 'burla001', 'contw001', 'gormn001', 'saggt001', 'nootl001', 'pagep001', 'scotv001']"
2025-07-08,TEX,ANA,"['smitj007', 'seagc001', 'semim001', 'garca005', 'heimj001', 'langw001', 'carte001', 'burgj001', 'higak001']","['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'moncy001', 'ohopl001', 'wadel001', 'rengl001']"
2025-07-08,ATL,ATH,"['profj001', 'olsom001', 'rilea001', 'murps001', 'ozunm001', 'albio001', 'fairs001', 'white006', 'allen002']","['butll001', 'wilsj006', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'muncm002', 'geloz001', 'clard004']"
2025-07-08,NYN,BAL,"['nimmb001', 'lindf001', 'sotoj001', 'alonp001', 'winkj002', 'mcnej002', 'torrl001', 'maurr002', 'batyb001']","['hollj003', 'westj002', 'hendg002', 'ohear001', 'laurr001', 'cowsc001', 'oneit001', 'mullc002', 'stalj001']"
2025-07-08,COL,BOS,"['freet001', 'goodh001', 'monim001', 'beckj003', 'toglm001', 'mcmar001', 'doylb001', 'arcio002', 'rittr002']","['eaton001', 'gonzr003', 'anthr001', 'refsr001', 'stort001', 'rafac001', 'duraj001', 'toroa001', 'wongc001']"
2025-07-08,TOR,CHA,"['luken001', 'sprig001', 'guerv002', 'bichb001', 'barga001', 'kirka001', 'lopej008', 'cleme002', 'schnd001']","['taucm001', 'sosal001', 'benia002', 'vargm001', 'teelk001', 'robel002', 'montc004', 'slata001', 'rojaj001']"
2025-07-08,TBA,DET,"['diazy001', 'aranj001', 'camij001', 'lowej002', 'kim-h002', 'mangj001', 'simpc001', 'cabaj001', 'thaim001']","['keitc001', 'torrg001', 'greer003', 'torks001', 'perew002', 'dingd001', 'mckiz001', 'vierm001', 'baezj001']"
2025-07-08,CLE,HOU,"['kwans001', 'jonen002', 'ramij003', 'santc002', 'schnd002', 'marta008', 'naylb001', 'noelj001', 'roccb001']","['parei001', 'smitc010', 'altuj001', 'diazy004', 'carav001', 'hummc001', 'dubom001', 'shorz001', 'tramt001']"
2025-07-08,PIT,KCA,"['horws001', 'phamt001', 'reynb001', 'gonzn001', 'cruzo001', 'hayek001', 'suwij001', 'davih001', 'kinei001']","['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'caglj001', 'loftn001', 'ravej001', 'isbek001']"
2025-07-08,CHN,MIN,"['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'swand001', 'kellc002', 'hoern001', 'shawm002']","['buxtb001', 'jeffr002', 'castw003', 'corrc001', 'lewir003', 'badeh001', 'frant002', 'lee-b002', 'vazqc001']"
2025-07-08,SEA,NYA,"['crawj002', 'rodrj007', 'ralec001', 'arozr001', 'polaj001', 'ralel001', 'canzd001', 'willb004', 'younc005']","['domij003', 'judga001', 'bellc002', 'stanm004', 'chisj001', 'goldp001', 'wella002', 'volpa001', 'perao002']"
2025-07-09,MIA,CIN,"['edwax001', 'ramia004', 'hernh001', 'lopeo001', 'wagae001', 'myerd001', 'norbc001', 'hilld002', 'fortn001']","['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'martn004']"
2025-07-09,LAN,MIL,"['ohtas001', 'bettm001', 'smitw003', 'freef001', 'pagea001', 'edmat001', 'rojam002', 'ruize001', 'outmj002']","['frels001', 'contw002', 'chouj001', 'yelic001', 'colli001', 'turab002', 'durbc002', 'bauej001', 'ortij005']"
2025-07-09,ARI,SDN,"['carrc005', 'martk001', 'perdg001', 'suare001', 'gurrl001', 'mccaj003', 'englt001', 'mccaj001', 'thoma004']","['tatif002', 'arral001', 'machm001', 'sheeg001', 'merrj002', 'bogax001', 'cronj001', 'johnb005', 'maldm001']"
2025-07-09,PHI,SFN,"['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'keplm001', 'realj001', 'stotb001', 'marsb002']","['ramoh002', 'dever001', 'adamw002', 'chapm001', 'florw001', 'schmc003', 'lee-j001', 'matol002', 'kniza001']"
2025-07-09,WAS,SLN,"['abrac001', 'woodj004', 'rosaa003', 'bellj005', 'lowen001', 'calla002', 'housb001', 'adamr004', 'younj004']","['donob001', 'winnm001', 'contw001', 'burla001', 'arenn001', 'pozoy001', 'nootl001', 'pagep001', 'scotv001']"
2025-07-09,TEX,ANA,"['smitj007', 'seagc001', 'semim001', 'garca005', 'heimj001', 'langw001', 'carte001', 'burgj001', 'higak001']","['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'moncy001', 'solej001', 'darnt001', 'rengl001']"
2025-07-09,ATL,ATH,"['acunr001', 'olsom001', 'rilea001', 'baldd001', 'profj001', 'ozunm001', 'albio001', 'harrm004', 'allen002']","['butll001', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'muncm002', 'urshg001', 'geloz001', 'clard004']"
2025-07-09,COL,BOS,"['freet001', 'beckj003', 'mcmar001', 'toglm001', 'doylb001', 'arcio002', 'ferny001', 'farmk001', 'nolaa002']","['duraj001', 'anthr001', 'stort001', 'abrew002', 'narvc002', 'yoshm002', 'gonzr003', 'mayem002', 'hamid002']"
2025-07-09,TOR,CHA,"['luken001', 'bichb001', 'guerv002', 'barga001', 'wagnw001', 'lopej008', 'stram002', 'heint001', 'jimel003']","['meidc001', 'slata001', 'vargm001', 'quere001', 'robel002', 'sosal001', 'elkot001', 'montc004', 'taylm002']"
2025-07-09,TBA,DET,"['diazy001', 'aranj001', 'camij001', 'lowej002', 'mangj001', 'simpc001', 'kim-h002', 'wallt003', 'jansd001']","['keitc001', 'torrg001', 'perew002', 'greer003', 'torks001', 'mckiz001', 'vierm001', 'meadp001', 'rogej004']"
2025-07-09,CLE,HOU,"['kwans001', 'marta008', 'ramij003', 'santc002', 'fry-d001', 'rodrj009', 'wilsw003', 'hedga001', 'roccb001']","['parei001', 'meyej002', 'altuj001', 'smitc010', 'carav001', 'diazy004', 'hummc001', 'tramt001', 'dubom001']"
2025-07-09,PIT,KCA,"['phamt001', 'mccua001', 'reynb001', 'gonzn001', 'cruzo001', 'hayek001', 'bartj003', 'trioj001', 'kinei001']","['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'caglj001', 'loftn001', 'fermf002', 'tolbt001']"
2025-07-09,CHN,MIN,"['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'swand001', 'hoern001', 'mcgur002', 'bertj001']","['buxtb001', 'castw003', 'larnt001', 'jeffr002', 'corrc001', 'lewir003', 'wallm001', 'frant002', 'badeh001']"
2025-07-09,SEA,NYA,"['crawj002', 'rodrj007', 'ralec001', 'arozr001', 'polaj001', 'ralel001', 'canzd001', 'willb004', 'younc005']","['domij003', 'judga001', 'bellc002', 'stanm004', 'chisj001', 'goldp001', 'wella002', 'volpa001', 'perao002']"
2025-07-10,MIA,CIN,"['edwax001', 'ramia004', 'lopeo001', 'wagae001', 'norbc001', 'myerd001', 'hernh001', 'fortn001', 'hilld002']","['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'trevj001', 'bensw001', 'martn004']"
2025-07-10,ARI,SDN,"['carrc005', 'martk001', 'perdg001', 'naylj001', 'suare001', 'gurrl001', 'mccaj003', 'thoma004', 'herrj003']","['tatif002', 'arral001', 'machm001', 'sheeg001', 'bogax001', 'merrj002', 'iglej001', 'cronj001', 'maldm001']"
2025-07-10,WAS,SLN,"['abrac001', 'woodj004', 'garcl006', 'bellj005', 'lowen001', 'dejop001', 'liled001', 'milld003', 'younj004']","['donob001', 'winnm001', 'burla001', 'contw001', 'nootl001', 'arenn001', 'gormn001', 'pozoy001', 'scotv001']"
2025-07-10,TEX,ANA,"['smitj007', 'seagc001', 'semim001', 'garca005', 'heimj001', 'langw001', 'carte001', 'burgj001', 'osuna003']","['netoz001', 'troum001', 'wardt002', 'adelj001', 'solej001', 'moncy001', 'ohopl001', 'rengl001', 'wadel001']"
2025-07-10,ATL,ATH,"['acunr001', 'olsom001', 'rilea001', 'murps001', 'profj001', 'ozunm001', 'albio001', 'harrm004', 'allen002']","['butll001', 'rookb001', 'kurtn001', 'andum001', 'sodet001', 'muncm002', 'wynna001', 'geloz001', 'clard004']"
2025-07-10,NYN,BAL,"['nimmb001', 'lindf001', 'sotoj001', 'alonp001', 'winkj002', 'maurr002', 'torrl001', 'batyb001', 'taylt002']","['hollj003', 'westj002', 'laurr001', 'oneit001', 'uriar001', 'cowsc001', 'vazql001', 'mayoc001', 'stalj001']"
2025-07-10,NYN,BAL,"['nimmb001', 'lindf001', 'sotoj001', 'alonp001', 'mcnej002', 'vienm001', 'batyb001', 'acunl001', 'sengh001']","['hollj003', 'westj002', 'hendg002', 'ohear001', 'laurr001', 'cowsc001', 'uriar001', 'mullc002', 'jacka002']"
2025-07-10,TBA,BOS,"['diazy001', 'aranj001', 'camij001', 'lowej002', 'kim-h002', 'simpc001', 'morec001', 'thaim001', 'wallt003']","['duraj001', 'anthr001', 'toroa001', 'narvc002', 'abrew002', 'stort001', 'gonzr003', 'mayem002', 'rafac001']"
2025-07-10,CHN,MIN,"['happi001', 'tuckk001', 'suzus001', 'crowp001', 'buscm003', 'swand001', 'kellc002', 'hoern001', 'shawm002']","['castw003', 'larnt001', 'lee-b002', 'jeffr002', 'wallm001', 'corrc001', 'clemk001', 'lewir003', 'badeh001']"
2025-07-10,SEA,NYA,"['crawj002', 'rodrj007', 'ralec001', 'arozr001', 'polaj001', 'ralel001', 'canzd001', 'younc005', 'mastm001']","['domij003', 'grist001', 'judga001', 'bellc002', 'chisj001', 'riceb001', 'wella002', 'volpa001', 'vivaj001']"
2025-07-11,COL,CIN,"['freet001', 'monim001', 'goodh001', 'beckj003', 'toglm001', 'mcmar001', 'doylb001', 'farmk001', 'rittr002']","['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'martn004']"
2025-07-11,WAS,MIL,"['abrac001', 'woodj004', 'bellj005', 'lowen001', 'calla002', 'garcl006', 'housb001', 'liled001', 'adamr004']","['frels001', 'contw002', 'chouj001', 'yelic001', 'vauga001', 'colli001', 'turab002', 'durbc002', 'ortij005']"
2025-07-11,PHI,SDN,"['turnt001', 'schwk001', 'harpb003', 'bohma001', 'castn001', 'keplm001', 'realj001', 'stotb001', 'marsb002']","['tatif002', 'arral001', 'machm001', 'sheeg001', 'bogax001', 'merrj002', 'iglej001', 'cronj001', 'diaze005']"
2025-07-11,LAN,SFN,"['ohtas001', 'bettm001', 'freef001', 'smitw003', 'hernt002', 'confm001', 'pagea001', 'kim-h003', 'edmat001']","['yastm001', 'ramoh002', 'dever001', 'chapm001', 'adamw002', 'lee-j001', 'schmc003', 'smitd008', 'bailp001']"
