pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
EP,2025-06-26,51.7,-1.92,7.19,"Bride, Jonah",681146,670156,,ball,,,,,12.0,Ball,R,R,R,MIN,SEA,B,,,2,2,2025,-0.55,1.91,0.2114507042388178,4.896721352503211,,,,0,8,Bot,,,,,,,3.5473723936494888,-74.86705469491613,4.874461632572558,-2.5514798931529308,11.373632483110717,-26.14375114585349,3.37419617973752,1.49611184776089,,,,49.1,1190.0,4.2,777356,663728,456781,702284,810938,641487,668227,677594,686527,56.28,,,,,,,,69,5,Eephus,10,0,10,0,0,10,10,0,Standard,Standard,197.0,0.0,0.112,,,,-0.112,,10,10,0.999,0.999,29,29,30,30,1,0,,4.0,,3.0,6.88,0.55,0.55,57.7,,,,,
EP,2025-06-26,47.9,-1.91,7.2,"Bride, Jonah",681146,670156,,ball,,,,,14.0,Ball,R,R,R,MIN,SEA,B,,,1,2,2025,-0.52,1.97,2.416934277347499,0.4415897428663013,,,,0,8,Bot,,,,,,,6.034341876527442,-69.4308606352764,0.2660710089754095,-2.456105017117223,9.15190543705168,-26.19849051014697,3.34263909028102,1.53108715422222,,,,45.7,1074.0,4.3,777356,663728,456781,702284,810938,641487,668227,677594,686527,56.24,,,,,,,,69,4,Eephus,10,0,10,0,0,10,10,0,Strategic,Standard,198.0,0.0,0.043,,,,-0.043,,10,10,0.999,0.999,29,29,30,30,1,0,,4.0,,3.0,8.19,0.52,0.52,58.4,,,,,
EP,2025-06-26,47.6,-2.04,7.18,"Bride, Jonah",681146,670156,,called_strike,,,,,12.0,Called Strike,R,R,R,MIN,SEA,S,,,1,1,2025,-0.3,2.02,0.4863899989507342,4.191600038997876,,,,0,8,Bot,,,,,,,3.5093416176228094,-68.80183930560655,5.310504407439485,-1.4563771767845568,10.061521417238287,-27.004581533888423,3.32818629082809,1.40517364635217,,,,45.1,1004.0,4.4,777356,663728,456781,702284,810938,641487,668227,677594,686527,56.12,,,,,,,,69,3,Eephus,10,0,10,0,0,10,10,0,Standard,Standard,204.0,0.0,-0.061,,,,0.061,,10,10,0.999,0.999,29,29,30,30,1,0,,4.0,,3.0,8.45,0.3,0.3,57.3,,,,,
EP,2025-06-26,50.2,-1.95,7.27,"Bride, Jonah",681146,670156,,called_strike,,,,,11.0,Called Strike,R,R,R,MIN,SEA,S,,,1,0,2025,-0.96,1.97,-0.1511087638625882,4.62039793787072,,,,0,8,Bot,,,,,,,3.4472579219389505,-72.68250299470152,4.798464326604249,-3.862927041055676,10.986819298413437,-26.347001951872013,3.2956747255156,1.41737707303106,,,,47.4,1190.0,4.0,777356,663728,456781,702284,810938,641487,668227,677594,686527,56.54,,,,,,,,69,2,Eephus,10,0,10,0,0,10,10,0,Standard,Standard,201.0,0.0,-0.05,,,,0.05,,10,10,0.999,0.999,29,29,30,30,1,0,,4.0,,3.0,7.38,0.96,0.96,58.3,,,,,
EP,2025-06-26,49.4,-1.98,7.14,"Bride, Jonah",681146,670156,,ball,,,,,14.0,Ball,R,R,R,MIN,SEA,B,,,0,0,2025,-0.9,1.74,0.504800309018962,0.7630625174062455,,,,0,8,Bot,,,,,,,4.233967399981838,-71.66605558825486,0.3531534084543399,-3.643764066531275,9.973913676879128,-26.57258085107133,3.35275575406618,1.44103783701102,,,,47.0,1138.0,4.1,777356,663728,456781,702284,810938,641487,668227,677594,686527,56.36,,,,,,,,69,1,Eephus,10,0,10,0,0,10,10,0,Standard,Standard,203.0,0.0,0.041,,,,-0.041,,10,10,0.999,0.999,29,29,30,30,1,0,,4.0,,3.0,7.81,0.9,0.9,56.3,,,,,
CU,2025-06-22,80.5,2.5,5.64,"Bride, Jonah",681146,669084,walk,ball,,,,,13.0,Jonah Bride walks. Brooks Lee to 3rd. Carlos Correa to 2nd.,R,R,L,MIN,MIL,B,,,3,2,2025,-0.48,-0.86,-0.9099166652824894,0.9187149882182616,,686797.0,621043.0,1,7,Bot,,,,,,,-6.691100281787132,-117.0874736847342,-2.2109496698860096,-3.304843873768234,20.52255079933108,-39.94965313715406,3.2195689767879,1.49033783494942,,,,81.3,2669.0,6.7,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.83,,0.691497,0.7,1.0,0.0,0.0,,71,6,Curveball,5,9,5,9,9,5,5,9,Standard,Standard,318.0,0.057,0.287,,,,-0.287,,-4,-4,0.122,0.122,26,29,27,30,1,0,2.0,1.0,6.0,4.0,4.36,-0.48,0.48,49.9,,,,,
CU,2025-06-22,81.1,2.44,5.65,"Bride, Jonah",681146,669084,,ball,,,,,14.0,Ball,R,R,L,MIN,MIL,B,,,2,2,2025,-0.48,-1.04,0.7271836014396977,1.331824715656221,,686797.0,621043.0,1,7,Bot,,,,,,,-2.926107523846789,-118.16103474544622,-1.0881042243031986,-3.9824682944005048,21.854985197993553,-41.91306332823538,3.29180628878325,1.46578989946343,,,,81.9,2813.0,6.7,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.79,,,,,,,,71,5,Curveball,5,9,5,9,9,5,5,9,Standard,Standard,319.0,0.014,0.096,,,,-0.096,,-4,-4,0.108,0.108,26,29,27,30,1,0,2.0,1.0,6.0,4.0,4.48,-0.48,0.48,48.6,,,,,
FC,2025-06-22,92.2,2.63,5.33,"Bride, Jonah",681146,669084,,ball,,,,,13.0,Ball,R,R,L,MIN,MIL,B,,,1,2,2025,-0.05,0.76,-0.1298066340930619,0.9967725029130658,,686797.0,621043.0,1,7,Bot,,,,,,,-6.996799031600077,-134.08759688677495,-6.954027187364764,0.7546251932181066,26.2322470355404,-21.760223292016452,3.29809324899019,1.56878973141671,,,,93.7,2376.0,7.0,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.52,,,,,,,,71,4,Cutter,5,9,5,9,9,5,5,9,Standard,Standard,165.0,0.007,0.043,,,,-0.043,,-4,-4,0.101,0.101,26,29,27,30,1,0,2.0,1.0,6.0,4.0,1.91,-0.05,0.05,38.3,,,,,
CU,2025-06-22,79.3,2.49,5.68,"Bride, Jonah",681146,669084,,called_strike,,,,,8.0,Called Strike,R,R,L,MIN,MIL,S,,,1,1,2025,-0.66,-0.96,-0.1823759178300778,2.0658993647497312,,686797.0,621043.0,1,7,Bot,,,,,,,-4.632022867831829,-115.44519494518391,0.6040680292235499,-5.177159053715099,19.62790034408952,-41.0757609170679,3.3237094024541,1.56210034152905,,,,80.2,2690.0,6.7,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.84,,,,,,,,71,3,Curveball,5,9,5,9,9,5,5,9,Standard,Standard,316.0,-0.009,-0.058,,,,0.058,,-4,-4,0.11,0.11,26,29,27,30,1,0,2.0,1.0,6.0,4.0,4.55,-0.66,0.66,46.8,,,,,
FC,2025-06-22,92.0,2.58,5.41,"Bride, Jonah",681146,669084,,called_strike,,,,,4.0,Called Strike,R,R,L,MIN,MIL,S,,,1,0,2025,-0.1,0.68,-0.3410501020176516,2.4069298368561336,,686797.0,621043.0,1,7,Bot,,,,,,,-7.29509980790945,-133.9954464648691,-3.3730473427869674,0.2000275366470645,24.940139890638257,-23.385733221857084,3.36434703311064,1.63499512084987,,,,93.6,2294.0,6.9,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.6,,,,,,,,71,2,Cutter,5,9,5,9,9,5,5,9,Standard,Standard,155.0,-0.009,-0.045,,,,0.045,,-4,-4,0.119,0.119,26,29,27,30,1,0,2.0,1.0,6.0,4.0,1.97,-0.1,0.1,42.5,,,,,
FC,2025-06-22,92.5,2.71,5.35,"Bride, Jonah",681146,669084,,ball,,,,,14.0,Ball,R,R,L,MIN,MIL,B,,,0,0,2025,0.19,0.7,0.8798927510877189,1.7444915407267196,,686797.0,621043.0,1,7,Bot,,,,,,,-5.134815223248427,-134.7273606875491,-5.039424915685298,3.3346629306948703,26.030186228962965,-22.7910713971934,3.3013579424353,1.57175182657619,,,,93.9,2297.0,6.8,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.66,,,,,,,,71,1,Cutter,5,9,5,9,9,5,5,9,Standard,Standard,146.0,0.007,0.031,,,,-0.031,,-4,-4,0.112,0.112,26,29,27,30,1,0,2.0,1.0,6.0,4.0,1.94,0.19,-0.19,37.8,,,,,
FF,2025-06-22,97.6,0.15,6.64,"Bride, Jonah",681146,656730,strikeout,called_strike,,,,,6.0,Jonah Bride called out on strikes.,R,R,R,MIN,MIL,S,2.0,,0,2,2025,0.05,1.47,0.6541035234578322,2.5205613381466696,686797.0,,621043.0,2,8,Bot,,,,,,,1.2430918469497343,-142.02649869852155,-9.037416861385513,0.4637798227476589,31.46110082176036,-10.468477842563784,3.16954434513772,1.47041171031301,,,,98.4,2311.0,6.6,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.85,,0.0,0.0,1.0,0.0,0.0,,84,4,4-Seam Fastball,8,9,8,9,9,8,8,9,Standard,Standard,198.0,-0.092,-0.174,,,,0.174,,-1,-1,0.257,0.257,31,29,32,30,1,1,3.0,1.0,3.0,4.0,0.92,-0.05,-0.05,58.0,,,,,
FF,2025-06-22,99.2,-0.01,6.66,"Bride, Jonah",681146,656730,,foul,,,,,1.0,Foul,R,R,R,MIN,MIL,S,,,0,2,2025,-0.21,1.34,-0.4798224802657401,2.988378415001462,686797.0,,621043.0,2,8,Bot,,,,,,,-0.8142881633827934,-144.42416036092868,-7.865038699597753,-2.772590591841323,29.28736302096006,-11.84162726120488,3.26,1.47,215.0,78.1,21.0,100.5,2463.0,6.7,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.83,,,,,,,,84,3,4-Seam Fastball,8,9,8,9,9,8,8,9,Standard,Standard,196.0,0.0,0.0,55.5,5.5,,0.0,88.0,-1,-1,0.257,0.257,31,29,32,30,1,1,3.0,1.0,3.0,4.0,0.95,0.21,0.21,53.4,-0.2094969533936727,36.007060384783784,32.822455819967814,33.25205661873891,17.16741607602595
KC,2025-06-22,87.2,-0.17,6.65,"Bride, Jonah",681146,656730,,called_strike,,,,,2.0,Called Strike,R,R,R,MIN,MIL,S,,,0,1,2025,-0.08,-0.4,-0.1428769497883156,3.05935382804252,686797.0,,621043.0,2,8,Bot,,,,,,,0.2324299344828126,-127.20762563754448,-1.7751388356369702,-0.880469203139672,21.914737410507268,-36.49296303144054,3.29801694345867,1.53745096845621,,,,88.1,2742.0,6.4,777401,661388,656555,668930,702332,687401,686555,694192,686217,54.13,,,,,,,,84,2,Knuckle Curve,8,9,8,9,9,8,8,9,Standard,Standard,29.0,-0.029,-0.056,,,,0.056,,-1,-1,0.286,0.286,31,29,32,30,1,1,3.0,1.0,3.0,4.0,3.35,0.08,0.08,52.9,,,,,
FF,2025-06-22,97.0,0.03,6.68,"Bride, Jonah",681146,656730,,called_strike,,,,,2.0,Called Strike,R,R,R,MIN,MIL,S,,,0,0,2025,-0.28,1.54,0.0350591345197213,3.2977173093971968,686797.0,,621043.0,2,8,Bot,,,,,,,0.6523451116063361,-141.1361103390973,-7.034312185922252,-3.82204063252736,33.80960179488846,-10.222968436467209,3.39861177939435,1.37407936966018,,,,97.2,2514.0,6.6,777401,661388,656555,668930,702332,687401,686555,694192,686217,53.95,,,,,,,,84,1,4-Seam Fastball,8,9,8,9,9,8,8,9,Standard,Standard,194.0,-0.021,-0.035,,,,0.035,,-1,-1,0.307,0.307,31,29,32,30,1,1,3.0,1.0,3.0,4.0,0.89,0.28,0.28,56.1,,,,,
SI,2025-06-21,89.8,2.28,5.79,"Bride, Jonah",681146,500779,field_out,hit_into_play,,,,,2.0,Jonah Bride pops out to second baseman Brice Turang.,R,R,L,MIN,MIL,X,4.0,popup,1,0,2025,0.84,0.91,0.1741379700088038,3.045543886955159,,,670242.0,0,5,Bot,166.54,148.48,,,,,-7.031360056173042,-130.70080611256304,-2.8050269417249982,11.015495217843242,24.656745648754296,-21.26587617012239,3.25,1.46,145.0,79.9,67.0,90.6,2209.0,6.5,777412,661388,656555,668930,702332,687401,686555,694192,686217,53.97,0.005,0.006,0.0,1.0,0.0,0.0,3.0,41,2,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,153.0,-0.038,-0.282,73.8,7.2,0.006,0.282,88.0,-4,-4,0.163,0.163,36,29,36,30,2,1,7.0,1.0,6.0,1.0,1.89,0.84,-0.84,39.0,23.08378534750974,8.704050464805519,25.706954476312184,38.40609973334537,28.65227590101909
SI,2025-06-21,89.7,2.19,5.73,"Bride, Jonah",681146,500779,,ball,,,,,13.0,Ball,R,R,L,MIN,MIL,B,,,0,0,2025,1.21,1.13,-1.45278421021943,1.4911361085346888,,,670242.0,0,5,Bot,,,,,,,-11.59631857667327,-130.0431334949384,-6.917047101275701,16.01013194554769,24.751174072158165,-18.045801204878103,3.34327872065676,1.46994507649759,,,,90.3,2208.0,6.6,777412,661388,656555,668930,702332,687401,686555,694192,686217,53.87,,,,,,,,41,1,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,154.0,0.006,0.04,,,,-0.04,,-4,-4,0.157,0.157,36,29,36,30,2,1,7.0,1.0,6.0,1.0,1.71,1.21,-1.21,39.6,,,,,
CU,2025-06-21,78.4,2.16,5.83,"Bride, Jonah",681146,500779,walk,blocked_ball,,,,,13.0,Jonah Bride walks. Harrison Bader to 2nd.,R,R,L,MIN,MIL,B,,,3,2,2025,-0.41,-0.54,-0.2498466006142463,0.2194833088022032,,,664056.0,2,2,Bot,,,,,,,-4.4667083426579515,-114.16066282226004,-4.373758251291574,-2.903390540065384,18.86056764350398,-36.35868435411615,3.20705412902861,1.42818226997271,,,,79.1,2199.0,6.5,777412,661388,656555,668930,702332,687401,686555,694192,686217,53.96,,0.691497,0.7,1.0,0.0,0.0,,22,6,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,313.0,0.015,0.24,,,,-0.24,,-4,-4,0.162,0.162,36,29,36,30,1,0,7.0,1.0,6.0,1.0,4.21,-0.41,0.41,44.8,,,,,
CU,2025-06-21,76.5,2.2,5.89,"Bride, Jonah",681146,500779,,ball,,,,,14.0,Ball,R,R,L,MIN,MIL,B,,,2,2,2025,-0.5,-0.42,2.084407996296167,2.205987546287839,,,664056.0,2,2,Bot,,,,,,,0.6449451323772104,-111.56557857635532,-0.1380040455435252,-4.308709593815043,16.688359816875078,-35.87321616993905,3.23259034326448,1.39000644047432,,,,77.2,2143.0,6.3,777412,661388,656555,668930,702332,687401,686555,694192,686217,54.22,,,,,,,,22,5,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,302.0,0.005,0.079,,,,-0.079,,-4,-4,0.157,0.157,36,29,36,30,1,0,7.0,1.0,6.0,1.0,4.24,-0.5,0.5,43.3,,,,,
SI,2025-06-21,90.4,2.13,5.79,"Bride, Jonah",681146,500779,,called_strike,,,,,3.0,Called Strike,R,R,L,MIN,MIL,S,,,2,1,2025,0.79,0.98,0.5678761354101205,3.129543879314557,,,664056.0,2,2,Bot,,,,,,,-5.60921268656894,-131.5819985626884,-2.837528488216853,10.372281899089227,25.614367185524433,-20.325767081053257,3.30670314125949,1.46366902463049,,,,91.0,2106.0,6.4,777412,661388,656555,668930,702332,687401,686555,694192,686217,54.06,,,,,,,,22,4,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,154.0,-0.004,-0.093,,,,0.093,,-4,-4,0.161,0.161,36,29,36,30,1,0,7.0,1.0,6.0,1.0,1.79,0.79,-0.79,42.4,,,,,
FF,2025-06-21,90.1,2.24,5.83,"Bride, Jonah",681146,500779,,called_strike,,,,,3.0,Called Strike,R,R,L,MIN,MIL,S,,,2,0,2025,0.38,1.16,0.4294957985862638,2.759396437896487,,,664056.0,2,2,Bot,,,,,,,-5.341354581174192,-131.1543768642011,-4.203065379550185,5.455802339319043,24.423990630391465,-18.10970142494043,3.2812404592945,1.40658657800937,,,,91.1,2101.0,6.6,777412,661388,656555,668930,702332,687401,686555,694192,686217,53.9,,,,,,,,22,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,149.0,-0.003,-0.044,,,,0.044,,-4,-4,0.164,0.164,36,29,36,30,1,0,7.0,1.0,6.0,1.0,1.62,0.38,-0.38,43.4,,,,,
CU,2025-06-21,76.9,2.17,5.88,"Bride, Jonah",681146,500779,,blocked_ball,,,,,14.0,Ball In Dirt,R,R,L,MIN,MIL,B,,,1,0,2025,-0.39,-0.52,0.2632745592904055,0.7195922766847107,,,664056.0,2,2,Bot,,,,,,,-3.3395369837079265,-112.05490936592264,-3.0954814971731146,-2.797102204274847,18.072062854890024,-36.30251647226798,3.29088667298539,1.41619506833523,,,,77.4,2188.0,6.3,777412,661388,656555,668930,702332,687401,686555,694192,686217,54.19,,,,,,,,22,2,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,309.0,0.003,0.048,,,,-0.048,,-4,-4,0.161,0.161,36,29,36,30,1,0,7.0,1.0,6.0,1.0,4.33,-0.39,0.39,44.1,,,,,
